"","TermID","Name","Frequency","PlotX","PlotY","LogSize","Value","Uniqueness","Dispensability","Representative","Eliminated","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0048821","GO:0048821"," erythrocyte development",0.197863078749505," 0.659308719120903"," 5.50989703710073",1.55630250076729,2.20751430123177,0.861729547268212,0.31472466," null"," False","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002573","GO:0002573"," myeloid leukocyte differentiation",0.633161851998417," null"," null",2.05307844348342,1.65410277445082,0.890429504117722,0.76599016," 48821"," True","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002262","GO:0002262"," myeloid cell homeostasis",0.661428006105489," null"," null",2.07188200730613,1.64003594520092,0.891640831466662,0.76647621," 48821"," True","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043434","GO:0043434"," response to peptide hormone",2.04081632653061," -6.9870864001703"," 3.10155145244367",2.55870857053317,1.34582223098261,0.954959779613856,0.32439737," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1901652","GO:1901652"," response to peptide",2.52134094635084," null"," null",2.65030752313194,1.41450721643362,0.953964729452669,0.72480663," 43434"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002444","GO:0002444"," myeloid leukocyte mediated immunity",0.277008310249307," -0.722789721186226"," 2.54943923009464",1.69897000433602,1.54537270800522,0.933210002554227,0.324528," null"," False","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006260","GO:0006260"," DNA replication",1.08542031771157," -6.40706107062617"," -2.52076522524049",2.28555730900777,-1.95208028384029,0.938704425913924,0.3284727," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090066","GO:0090066"," regulation of anatomical structure size",2.92272033467126," -0.687589731434136"," 7.67034624389203",2.71432975974523,1.51742737265552,0.950404048782902,0.33700841," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048285","GO:0048285"," organelle fission",1.87121940188818," 6.04241061576998"," 2.60763219203413",2.52113808370404,-1.80431398846532,0.893339126961008,0.33727783," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032535","GO:0032535"," regulation of cellular component size",2.17084063542314," 4.00498584881424"," 4.06301510992463",2.5854607295085,1.5253206247313,0.875000664021228,0.33908101," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008064","GO:0008064"," regulation of actin polymerization or depolymerization",1.06846062524733," null"," null",2.27875360095283,1.58324013910676,0.831375298458624,0.81954903," 32535"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030832","GO:0030832"," regulation of actin filament length",1.07411385606874," null"," null",2.28103336724773,1.58324013910676,0.831292197502914,0.84432876," 32535"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048008","GO:0048008"," platelet-derived growth factor receptor signaling pathway",0.186556617106676," -5.96850981481541"," 1.28058972949579",1.53147891704226,1.94352306345073,0.929401529112939,0.34230606," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008625","GO:0008625"," extrinsic apoptotic signaling pathway via death domain receptors",0.192209847928091," -6.00021679979848"," 1.00740515168328",1.54406804435028,1.80057388295668,0.930832450265501,0.34322112," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071459","GO:0071459"," protein localization to chromosome, centromeric region",0.113064616428289," -3.53877421117424"," 6.6123950281913",1.32221929473392,-1.90490298514825,0.930777383791056,0.34993302," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034501","GO:0034501"," protein localization to kinetochore",0.0791452314998021," null"," null",1.17609125905568,-1.88389154798625,0.932530782634109,0.79773711," 71459"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045214","GO:0045214"," sarcomere organization",0.209169540392334," 4.93536251952295"," 3.71973458992181",1.57978359661681,-1.80132117980217,0.85392476250579,0.35219888," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001961","GO:0001961"," positive regulation of cytokine-mediated signaling pathway",0.282661541070722," -2.82760629392209"," -5.46155693962258",1.70757017609794,2.0184014416387,0.938800279106743,0.3525147," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"GO:0043087","GO:0043087"," regulation of GTPase activity",1.9560178642094," 4.08192948927119"," -6.00628196401174",2.54032947479087,1.56626962403898,0.972286991122791,0.35693995," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006302","GO:0006302"," double-strand break repair",1.06846062524733," -5.96200345980593"," -1.04716286228912",2.27875360095283,-1.83860792131309,0.888285688836125,0.36026842," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000724","GO:0000724"," double-strand break repair via homologous recombination",0.554016620498615," null"," null",1.99563519459755,-1.82459097889955,0.894012060879873,0.72277563," 6302"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000725","GO:0000725"," recombinational repair",0.565323082141444," null"," null",2.00432137378264,-1.82846071797282,0.89382075906083,0.83186158," 6302"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031055","GO:0031055"," chromatin remodeling at centromere",0.0565323082141444," 6.99343813874911"," 2.05514027037069",1.04139268515823,-1.78770742542081,0.886915872301796,0.37595671," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043044","GO:0043044"," ATP-dependent chromatin remodeling",0.310927695177794," null"," null",1.7481880270062,-1.71886937028294,0.871011886348814,0.71591463," 31055"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007229","GO:0007229"," integrin-mediated signaling pathway",0.537056928034372," -5.62047749965818"," 1.11499380030103",1.98227123303957,1.84646906767024,0.924222945337872,0.37800078," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050900","GO:0050900"," leukocyte migration",1.27763016563966," -2.12995010422216"," 4.28105546434392",2.35602585719312,2.23291025327126,0.871374640676005,0.37802668," null"," False","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051090","GO:0051090"," regulation of DNA-binding transcription factor activity",2.35174402170841," 2.93163664559768"," -5.94802631638368",2.62013605497376,1.4949425259755,0.953492072736357,0.37842851," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045747","GO:0045747"," positive regulation of Notch signaling pathway",0.25439538696365," -2.8357308984807"," -5.20982403521358",1.66275783168157,1.96992562677228,0.939372783358416,0.38872368," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0003014","GO:0003014"," renal system process",0.559669851320029," 1.21349186017056"," 8.06404350255534",2,1.95074766816909,0.974577846723164,0.39216077," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019932","GO:0019932"," second-messenger-mediated signaling",1.28328339646108," -4.44661833752483"," 0.541703266023338",2.35793484700045,1.79834536172293,0.910672914947227,0.39363771," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060627","GO:0060627"," regulation of vesicle-mediated transport",2.95098648877834," 0.0352234565571137"," -7.07591547703716",2.71850168886727,1.45425543063311,0.940930905201402,0.40158107," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0061641","GO:0061641"," CENP-A containing chromatin organization",0.0395726157499011," 7.00580726642253"," 1.83868679939419",0.903089986991944,-1.78746761950945,0.893509854491214,0.40882471," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042147","GO:0042147"," retrograde transport, endosome to Golgi",0.520097235570128," -4.15189333679231"," 5.85496148747885",1.96848294855394,1.78892979590656,0.924607101664304,0.41148891," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008544","GO:0008544"," epidermis development",1.53767878342473," 3.30306783476747"," 6.94071248278087",2.43616264704076,1.50049773552256,0.969950568998661,0.41456739," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006914","GO:0006914"," autophagy",1.53202555260331," -4.85793111391302"," -3.51948270696511",2.4345689040342,1.42913728452834,0.952394265349468,0.417723," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016236","GO:0016236"," macroautophagy",0.898863700604896," null"," null",2.20411998265592,1.44851611016843,0.954516574220954,0.92562197," 6914"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048872","GO:0048872"," homeostasis of number of cells",1.27197693481825," -0.4381776823404"," 7.59478978112007",2.3541084391474,1.74856325952661,0.948900382261107,0.42117228," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042742","GO:0042742"," defense response to bacterium",1.95036463338798," -2.06918686757732"," 2.54947861447299",2.53907609879278,2.04998127125958,0.883206603000747,0.4224938," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"GO:0072010","GO:0072010"," glomerular epithelium development",0.130024308892532," 2.98348737995663"," 6.92107532246451",1.38021124171161,2.04063117588311,0.959688149935861,0.42310055," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031929","GO:0031929"," TOR signaling",0.169596924642433," -3.89040438205353"," 0.206948270466118",1.49136169383427,1.71042157299701,0.925644797292631,0.42723605," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006687","GO:0006687"," glycosphingolipid metabolic process",0.30527446435638," -5.80018046679832"," -4.12125510562551",1.74036268949424,2.055273684531,0.923094912822806,0.42858479," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046479","GO:0046479"," glycosphingolipid catabolic process",0.0734920006783877," null"," null",1.14612803567824,2.08395027650539,0.921201793784677,0.79445862," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001573","GO:0001573"," ganglioside metabolic process",0.146984001356775," null"," null",1.43136376415899,2.05693881607167,0.915410388427076,0.84057159," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006672","GO:0006672"," ceramide metabolic process",0.531403697212957," null"," null",1.97772360528885,1.86275855799727,0.909723837370454,0.85641594," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019377","GO:0019377"," glycolipid catabolic process",0.0847984623212166," null"," null",1.20411998265592,2.09627913700843,0.923589374419592,0.86567682," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006665","GO:0006665"," sphingolipid metabolic process",0.85363785403358," null"," null",2.18184358794477,1.59008566557742,0.919976312207927,0.88730919," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046514","GO:0046514"," ceramide catabolic process",0.113064616428289," null"," null",1.32221929473392,2.03822523856234,0.910363779124719,0.90503785," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006664","GO:0006664"," glycolipid metabolic process",0.554016620498615," null"," null",1.99563519459755,1.691872241043,0.922543496850445,0.938627," 6687"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019221","GO:0019221"," cytokine-mediated signaling pathway",2.00124371078071," -5.95687369905603"," 1.84448017778509",2.55022835305509,1.41810939534487,0.898593046376489,0.43434688," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"GO:0016079","GO:0016079"," synaptic vesicle exocytosis",0.322234156820623," -3.03765057093829"," 5.38704659947557",1.76342799356294,1.69203515885552,0.865384796691632,0.43510965," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043299","GO:0043299"," leukocyte degranulation",0.186556617106676," null"," null",1.53147891704226,1.5436125789581,0.873794819319698,0.81401922," 16079"," True","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051897","GO:0051897"," positive regulation of protein kinase B signaling",0.621855390355588," -2.7426070199539"," -5.07514640021028",2.04532297878666,1.69836643305042,0.932647116435596,0.44269178," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031145","GO:0031145"," anaphase-promoting complex-dependent catabolic process",0.107411385606874," -5.61566996030002"," -2.62791508493799",1.30102999566398,-1.77254120450337,0.950818359752098,0.45013716," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006413","GO:0006413"," translational initiation",0.361806772570524," -6.54169924199595"," -2.21512443115769",1.81291335664286,1.72874865510784,0.928832422161129,0.46817557," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007091","GO:0007091"," metaphase/anaphase transition of mitotic cell cycle",0.0395726157499011," 6.13271071778014"," -2.36640940915854",0.903089986991944,-1.91475120025232,0.759962175323057,0.48054036," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030071","GO:0030071"," regulation of mitotic metaphase/anaphase transition",0.339193849284866," null"," null",1.78532983501077,-1.9018248917,0.811936889039679,0.82621869," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051985","GO:0051985"," negative regulation of chromosome segregation",0.175250155463848," null"," null",1.50514997831991,-1.86861867153636,0.892026026991697,0.8732638," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902100","GO:1902100"," negative regulation of metaphase/anaphase transition of cell cycle",0.158290462999604," null"," null",1.46239799789896,-1.86861867153636,0.813793526636261,0.92584356," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1905818","GO:1905818"," regulation of chromosome separation",0.40703261914184," null"," null",1.86332286012046,-1.88624565686959,0.836492682148707,0.93902391," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033047","GO:0033047"," regulation of mitotic sister chromatid segregation",0.260048617785064," null"," null",1.67209785793572,-1.8697966184068,0.826087429499699,0.94198927," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033045","GO:0033045"," regulation of sister chromatid segregation",0.40703261914184," null"," null",1.86332286012046,-1.8809460195118,0.821620781305015,0.95457653," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902099","GO:1902099"," regulation of metaphase/anaphase transition of cell cycle",0.35615354174911," null"," null",1.80617997398389,-1.87033699223711,0.814725541536663,0.96815065," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0010965","GO:0010965"," regulation of mitotic sister chromatid separation",0.367460003391938," null"," null",1.81954393554187,-1.91475120025232,0.836654724143855,0.97083002," 7091"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050855","GO:0050855"," regulation of B cell receptor signaling pathway",0.118717847249703," -2.32113080441691"," -4.53963577053027",1.34242268082221,2.25239557213188,0.926988238651521,0.48657373," null"," False","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"GO:0071103","GO:0071103"," DNA conformation change",1.51506586013907," 6.38658650309789"," 2.2562948709214",2.42975228000241,-1.86465128728034,0.860638309082301,0.4880826," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043065","GO:0043065"," positive regulation of apoptotic process",2.8209621798858," -0.0872251419166212"," -4.23074714112948",2.69897000433602,1.34432016629159,0.946577767951516,0.48961785," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043068","GO:0043068"," positive regulation of programmed cell death",2.90010741138561," null"," null",2.71096311899528,1.38690721149746,0.946447969334046,0.93319907," 43065"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016482","GO:0016482"," cytosolic transport",0.85363785403358," -3.79627969490368"," 5.94484249132813",2.18184358794477,1.57270498188709,0.925656658981403,0.49248484," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0070372","GO:0070372"," regulation of ERK1 and ERK2 cascade",1.6846627847815," -3.32681046337045"," -5.47224691757983",2.47567118832443,1.50560102081985,0.942290072146587,0.49288929," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048535","GO:0048535"," lymph node development",0.10175815478546," 0.625062573796444"," 4.2948387690127",1.27875360095283,1.9425277552355,0.914304716710226,0.49441441," null"," False","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0099645","GO:0099645"," neurotransmitter receptor localization to postsynaptic specialization membrane",0.0395726157499011," -2.43640566367234"," 6.75054856612507",0.903089986991944,-1.71477217935484,0.896781729704115,0.49777887," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0099633","GO:0099633"," protein localization to postsynaptic specialization membrane",0.0395726157499011," null"," null",0.903089986991944,-1.71477217935484,0.929480454386176,0.83129428," 99645"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002685","GO:0002685"," regulation of leukocyte migration",1.17021878003279," -0.839232121091312"," -5.89610363585246",2.31806333496276,2.09172132992207,0.88344339662104,0.49834105," null"," False","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006261","GO:0006261"," DNA-dependent DNA replication",0.706653852676805," -6.5764553144984"," -2.47624084503283",2.10037054511756,-2.00485559005398,0.932522967712219,0.5012512," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006270","GO:0006270"," DNA replication initiation",0.15263723217819," null"," null",1.44715803134222,-1.78695664466624,0.919511740442596,0.78237491," 6261"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033260","GO:0033260"," nuclear DNA replication",0.15263723217819," null"," null",1.44715803134222,-1.86915639906892,0.8426492684429,0.78237491," 6261"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0044786","GO:0044786"," cell cycle DNA replication",0.158290462999604," null"," null",1.46239799789896,-1.90991484862679,0.842203450950499,0.78487061," 6261"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045005","GO:0045005"," DNA-dependent DNA replication maintenance of fidelity",0.265701848606479," null"," null",1.68124123737559,-1.7492415631896,0.915883746142639,0.82222434," 6261"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007088","GO:0007088"," regulation of mitotic nuclear division",0.621855390355588," 5.39675021173667"," -3.63419183894305",2.04532297878666,-1.89959950082087,0.837475988911849,0.50155245," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0010389","GO:0010389"," regulation of G2/M transition of mitotic cell cycle",0.520097235570128," null"," null",1.96848294855394,-1.64415719092688,0.851572120743623,0.70296484," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1901987","GO:1901987"," regulation of cell cycle phase transition",2.01820340324495," null"," null",2.55388302664387,-1.59846291732018,0.846120797521066,0.72107568," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902749","GO:1902749"," regulation of cell cycle G2/M phase transition",0.565323082141444," null"," null",2.00432137378264,-1.6389379033355,0.853803008396771,0.7329945," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045839","GO:0045839"," negative regulation of mitotic nuclear division",0.192209847928091," null"," null",1.54406804435028,-1.82535325322527,0.831023614236138,0.84840428," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051784","GO:0051784"," negative regulation of nuclear division",0.237435694499406," null"," null",1.63346845557959,-1.85814158059692,0.903569596972404,0.86452147," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007094","GO:0007094"," mitotic spindle assembly checkpoint signaling",0.135677539713947," null"," null",1.39794000867204,-1.83248594429252,0.680940573946299,0.93780644," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045841","GO:0045841"," negative regulation of mitotic metaphase/anaphase transition",0.146984001356775," null"," null",1.43136376415899,-1.86353617333649,0.805283144702103,0.98105381," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2000816","GO:2000816"," negative regulation of mitotic sister chromatid separation",0.163943693821019," null"," null",1.47712125471966,-1.86353617333649,0.811363986103623,0.9899329," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071173","GO:0071173"," spindle assembly checkpoint signaling",0.135677539713947," null"," null",1.39794000867204,-1.83248594429252,0.809134087066235,0.99241276," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071174","GO:0071174"," mitotic spindle checkpoint signaling",0.135677539713947," null"," null",1.39794000867204,-1.83248594429252,0.721576482507206,0.99241276," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033046","GO:0033046"," negative regulation of sister chromatid segregation",0.163943693821019," null"," null",1.47712125471966,-1.86353617333649,0.811902002339329,0.99303011," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1905819","GO:1905819"," negative regulation of chromosome separation",0.175250155463848," null"," null",1.50514997831991,-1.86861867153636,0.824994156758667,0.99303011," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033048","GO:0033048"," negative regulation of mitotic sister chromatid segregation",0.163943693821019," null"," null",1.47712125471966,-1.86353617333649,0.811735450800067,0.99836056," 7088"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006909","GO:0006909"," phagocytosis",1.4076544745322," -4.49635062918047"," 5.48298724389356",2.39794000867204,1.62669712085695,0.938124564774498,0.50248163," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019722","GO:0019722"," calcium-mediated signaling",0.870597546497823," -4.28357881842381"," 0.4138593594026",2.19033169817029,1.72713200675397,0.913981922285479,0.50403742," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051783","GO:0051783"," regulation of nuclear division",0.785799084176607," 4.87685288063776"," -3.70302972507732",2.14612803567824,-1.7769595091089,0.925844598534386,0.50533573," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007193","GO:0007193"," adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",0.418339080784668," -4.81061257677631"," 1.3130374913978",1.8750612633917,1.95928275040342,0.931347101484192,0.50686085," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0003341","GO:0003341"," cilium movement",0.85363785403358," 1.6840474691152"," 1.78741521135716",2.18184358794477,-1.60040442652199,0.911398649553534,0.51114187," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1903509","GO:1903509"," liposaccharide metabolic process",0.559669851320029," -5.52709307863967"," -4.71895923968878",2,1.691872241043,0.943041152197438,0.51148625," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0070972","GO:0070972"," protein localization to endoplasmic reticulum",0.350500310927695," -3.51347099865931"," 6.41397698597613",1.79934054945358,1.82718126930447,0.926469164335972,0.51741205," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002042","GO:0002042"," cell migration involved in sprouting angiogenesis",0.118717847249703," -0.467647532142455"," 5.36216808937075",1.34242268082221,2.23065678078985,0.897381442306118,0.52386905," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043534","GO:0043534"," blood vessel endothelial cell migration",0.175250155463848," null"," null",1.50514997831991,1.81576417117691,0.914601687835361,0.84918346," 2042"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050864","GO:0050864"," regulation of B cell activation",1.20979139578269," -1.46424754358661"," -3.15211584671555",2.33243845991561,1.67345473373819,0.924312485866183,0.52636793," null"," False","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050867","GO:0050867"," positive regulation of cell activation",2.44219571485104," null"," null",2.63648789635337,1.54310039988117,0.944899526846462,0.78110403," 50864"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002694","GO:0002694"," regulation of leukocyte activation",3.46543049352705," null"," null",2.78816837114117,1.49423099930988,0.915405069097724,0.89729781," 50864"," True","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
