"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0048609","GO:0048609","GO:0048609","multicellular organismal reproductive process",470,0.619212522303386,1.63803669566287,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=32%, list=15%, signal=28%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000184571/ENSG00000196074/ENSG00000152430/ENSG00000141255/ENSG00000152670/ENSG00000160188/ENSG00000136449/ENSG00000205944/ENSG00000180113/ENSG00000173769/ENSG00000161594/ENSG00000163806/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000155530/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000144451/ENSG00000163792/ENSG00000185551/ENSG00000112981/ENSG00000100360/ENSG00000101104/ENSG00000160284/ENSG00000141933/ENSG00000160207/ENSG00000138587/ENSG00000148935/ENSG00000100918/ENSG00000070404/ENSG00000137819/ENSG00000177138/ENSG00000112530/ENSG00000105549/ENSG00000104899/ENSG00000120498/ENSG00000166171/ENSG00000136811/ENSG00000132972/ENSG00000197748/ENSG00000205186/ENSG00000128242/ENSG00000141384/ENSG00000120738/ENSG00000131067/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000125319/ENSG00000084674/ENSG00000157456/ENSG00000196092/ENSG00000082175/ENSG00000136931/ENSG00000121621/ENSG00000141577/ENSG00000112742/ENSG00000177707/ENSG00000163501/ENSG00000146648/ENSG00000134874/ENSG00000111012/ENSG00000122574/ENSG00000087586/ENSG00000221829/ENSG00000138696/ENSG00000111837/ENSG00000101489/ENSG00000161800/ENSG00000100078/ENSG00000166851/ENSG00000125863/ENSG00000137098/ENSG00000004809/ENSG00000112029/ENSG00000168385/ENSG00000123454/ENSG00000131747/ENSG00000087903/ENSG00000166086/ENSG00000175792/ENSG00000132646/ENSG00000110492/ENSG00000164104/ENSG00000196116/ENSG00000054598/ENSG00000188486/ENSG00000182985/ENSG00000108379/ENSG00000179218/ENSG00000134057/ENSG00000137343/ENSG00000132436/ENSG00000136492/ENSG00000157150/ENSG00000173320/ENSG00000054356/ENSG00000039560/ENSG00000198765/ENSG00000145536/ENSG00000101079/ENSG00000095002/ENSG00000188372/ENSG00000158169/ENSG00000105948/ENSG00000184937/ENSG00000111877/ENSG00000187475/ENSG00000100271/ENSG00000044574/ENSG00000122970/ENSG00000010803/ENSG00000182749/ENSG00000140463/ENSG00000177990/ENSG00000115392/ENSG00000123610/ENSG00000132386/ENSG00000112038/ENSG00000071626/ENSG00000147596/ENSG00000119699/ENSG00000047188/ENSG00000091879/ENSG00000275793/ENSG00000188613/ENSG00000237649/ENSG00000145388/ENSG00000256453/ENSG00000174720/ENSG00000274529/ENSG00000110367/ENSG00000054796/ENSG00000105011/ENSG00000179598/ENSG00000184845/ENSG00000163083/ENSG00000174953/ENSG00000058668/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051321","GO:0051321","GO:0051321","meiotic cell cycle",148,0.742093316933725,1.93138373223357,1e-10,1.787e-08,1.60631578947368e-08,1496,"tags=46%, list=13%, signal=41%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000184571/ENSG00000196074/ENSG00000152430/ENSG00000141255/ENSG00000066923/ENSG00000152670/ENSG00000160188/ENSG00000077935/ENSG00000173769/ENSG00000163806/ENSG00000167014/ENSG00000249961/ENSG00000143452/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000178997/ENSG00000204410/ENSG00000183324/ENSG00000100814/ENSG00000181085/ENSG00000160207/ENSG00000138587/ENSG00000100918/ENSG00000177138/ENSG00000120498/ENSG00000203910/ENSG00000156509/ENSG00000175305/ENSG00000197275/ENSG00000117650/ENSG00000157456/ENSG00000113575/ENSG00000121621/ENSG00000129810/ENSG00000112742/ENSG00000085999/ENSG00000143228/ENSG00000051180/ENSG00000087586/ENSG00000196584/ENSG00000127564/ENSG00000178460/ENSG00000166851/ENSG00000112029/ENSG00000149503/ENSG00000169679/ENSG00000131747/ENSG00000174371/ENSG00000116062/ENSG00000188486/ENSG00000179218/ENSG00000132436/ENSG00000136492/ENSG00000101773/ENSG00000198765/ENSG00000010292/ENSG00000132383/ENSG00000147082/ENSG00000136824/ENSG00000113456/ENSG00000187790/ENSG00000154473/ENSG00000154920/ENSG00000130640","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060271","GO:0060271","GO:0060271","cilium assembly",278,0.746440403681998,1.95833664789508,1e-10,1.787e-08,1.60631578947368e-08,1472,"tags=50%, list=12%, signal=45%","ENSG00000169126/ENSG00000110318/ENSG00000154099/ENSG00000172426/ENSG00000160188/ENSG00000164675/ENSG00000181378/ENSG00000119636/ENSG00000155530/ENSG00000172425/ENSG00000142609/ENSG00000079974/ENSG00000162643/ENSG00000198003/ENSG00000080572/ENSG00000213123/ENSG00000119661/ENSG00000144451/ENSG00000138175/ENSG00000112981/ENSG00000100360/ENSG00000179941/ENSG00000101222/ENSG00000141933/ENSG00000181085/ENSG00000152763/ENSG00000138587/ENSG00000141519/ENSG00000039139/ENSG00000165533/ENSG00000165506/ENSG00000156042/ENSG00000128581/ENSG00000129295/ENSG00000138002/ENSG00000167858/ENSG00000141013/ENSG00000197603/ENSG00000244607/ENSG00000136811/ENSG00000197748/ENSG00000165115/ENSG00000205084/ENSG00000103995/ENSG00000187726/ENSG00000118690/ENSG00000163913/ENSG00000272514/ENSG00000108641/ENSG00000171811/ENSG00000144061/ENSG00000160401/ENSG00000173226/ENSG00000126870/ENSG00000188343/ENSG00000118965/ENSG00000143951/ENSG00000117650/ENSG00000177042/ENSG00000163093/ENSG00000113966/ENSG00000138686/ENSG00000187535/ENSG00000099204/ENSG00000122507/ENSG00000141577/ENSG00000170312/ENSG00000155761/ENSG00000032742/ENSG00000131351/ENSG00000134874/ENSG00000119650/ENSG00000256061/ENSG00000142731/ENSG00000103494/ENSG00000137821/ENSG00000188229/ENSG00000101350/ENSG00000187049/ENSG00000111837/ENSG00000161996/ENSG00000204104/ENSG00000284862/ENSG00000166596/ENSG00000123607/ENSG00000100078/ENSG00000166851/ENSG00000106477/ENSG00000152240/ENSG00000125863/ENSG00000198331/ENSG00000168385/ENSG00000152669/ENSG00000087903/ENSG00000147874/ENSG00000214367/ENSG00000131437/ENSG00000151849/ENSG00000164066/ENSG00000168778/ENSG00000119547/ENSG00000114446/ENSG00000074054/ENSG00000159079/ENSG00000137601/ENSG00000156313/ENSG00000103540/ENSG00000086300/ENSG00000137343/ENSG00000187240/ENSG00000130638/ENSG00000119977/ENSG00000186638/ENSG00000170264/ENSG00000139323/ENSG00000011143/ENSG00000135541/ENSG00000145536/ENSG00000142459/ENSG00000180376/ENSG00000135931/ENSG00000158079/ENSG00000117155/ENSG00000173588/ENSG00000123810/ENSG00000122735/ENSG00000058453/ENSG00000112144/ENSG00000105948/ENSG00000122417/ENSG00000112210/ENSG00000126001/ENSG00000101004/ENSG00000100271/ENSG00000213397/ENSG00000196659/ENSG00000135315/ENSG00000122970","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060285","GO:0060285","GO:0060285","cilium-dependent cell motility",64,0.814621426451249,2.03407399470169,1e-10,1.787e-08,1.60631578947368e-08,791,"tags=52%, list=7%, signal=48%","ENSG00000146221/ENSG00000183914/ENSG00000152670/ENSG00000172426/ENSG00000151023/ENSG00000181378/ENSG00000145491/ENSG00000131044/ENSG00000162643/ENSG00000080572/ENSG00000144451/ENSG00000158023/ENSG00000141933/ENSG00000141519/ENSG00000039139/ENSG00000165506/ENSG00000129295/ENSG00000167858/ENSG00000141013/ENSG00000166171/ENSG00000197748/ENSG00000096093/ENSG00000118690/ENSG00000272514/ENSG00000171811/ENSG00000160401/ENSG00000084674/ENSG00000141577/ENSG00000284862/ENSG00000158486/ENSG00000100078/ENSG00000125863/ENSG00000004809","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060294","GO:0060294","GO:0060294","cilium movement involved in cell motility",59,0.801885534669487,1.99565688758163,1e-10,1.787e-08,1.60631578947368e-08,791,"tags=49%, list=7%, signal=46%","ENSG00000146221/ENSG00000152670/ENSG00000172426/ENSG00000151023/ENSG00000181378/ENSG00000145491/ENSG00000131044/ENSG00000162643/ENSG00000080572/ENSG00000144451/ENSG00000158023/ENSG00000141933/ENSG00000141519/ENSG00000039139/ENSG00000129295/ENSG00000167858/ENSG00000141013/ENSG00000166171/ENSG00000197748/ENSG00000118690/ENSG00000272514/ENSG00000171811/ENSG00000160401/ENSG00000084674/ENSG00000141577/ENSG00000284862/ENSG00000100078/ENSG00000125863/ENSG00000004809","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098813","GO:0098813","GO:0098813","nuclear chromosome segregation",182,0.708624634048904,1.85281252666298,1e-10,1.787e-08,1.60631578947368e-08,1740,"tags=42%, list=15%, signal=36%","ENSG00000196074/ENSG00000141255/ENSG00000066923/ENSG00000077935/ENSG00000167014/ENSG00000249961/ENSG00000143452/ENSG00000162039/ENSG00000100814/ENSG00000181085/ENSG00000100918/ENSG00000171320/ENSG00000120498/ENSG00000203910/ENSG00000175305/ENSG00000013810/ENSG00000212916/ENSG00000123219/ENSG00000137807/ENSG00000080986/ENSG00000117650/ENSG00000163611/ENSG00000168802/ENSG00000124688/ENSG00000109805/ENSG00000128944/ENSG00000121621/ENSG00000129810/ENSG00000136982/ENSG00000112742/ENSG00000198901/ENSG00000138411/ENSG00000146670/ENSG00000177602/ENSG00000143228/ENSG00000138778/ENSG00000178999/ENSG00000167842/ENSG00000134690/ENSG00000161800/ENSG00000117724/ENSG00000166851/ENSG00000155657/ENSG00000112029/ENSG00000040275/ENSG00000149503/ENSG00000118193/ENSG00000090889/ENSG00000126787/ENSG00000169679/ENSG00000131747/ENSG00000013573/ENSG00000175063/ENSG00000121152/ENSG00000164109/ENSG00000146918/ENSG00000134057/ENSG00000144535/ENSG00000136492/ENSG00000198765/ENSG00000010292/ENSG00000136824/ENSG00000086065/ENSG00000114346/ENSG00000133302/ENSG00000187790/ENSG00000178295/ENSG00000154473/ENSG00000154920/ENSG00000053900/ENSG00000119906/ENSG00000237649/ENSG00000054796/ENSG00000179051/ENSG00000116213/ENSG00000175643","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0120031","GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly",440,0.644263850973665,1.70389459810319,1e-10,1.787e-08,1.60631578947368e-08,1721,"tags=37%, list=15%, signal=32%","ENSG00000169126/ENSG00000110318/ENSG00000154099/ENSG00000172426/ENSG00000160188/ENSG00000164675/ENSG00000181378/ENSG00000119636/ENSG00000155530/ENSG00000172425/ENSG00000142609/ENSG00000079974/ENSG00000162643/ENSG00000198003/ENSG00000080572/ENSG00000213123/ENSG00000119661/ENSG00000144451/ENSG00000138175/ENSG00000112981/ENSG00000100360/ENSG00000179941/ENSG00000101222/ENSG00000141933/ENSG00000181085/ENSG00000152763/ENSG00000138587/ENSG00000141519/ENSG00000039139/ENSG00000165533/ENSG00000165506/ENSG00000156042/ENSG00000128581/ENSG00000129295/ENSG00000138002/ENSG00000167858/ENSG00000141013/ENSG00000197603/ENSG00000244607/ENSG00000136811/ENSG00000239474/ENSG00000197748/ENSG00000165115/ENSG00000205084/ENSG00000103995/ENSG00000187726/ENSG00000118690/ENSG00000163913/ENSG00000272514/ENSG00000108641/ENSG00000171811/ENSG00000144061/ENSG00000160401/ENSG00000173226/ENSG00000126870/ENSG00000188343/ENSG00000118965/ENSG00000143951/ENSG00000117650/ENSG00000177042/ENSG00000163093/ENSG00000113966/ENSG00000138686/ENSG00000187535/ENSG00000099204/ENSG00000122507/ENSG00000141577/ENSG00000170312/ENSG00000155761/ENSG00000169760/ENSG00000032742/ENSG00000131351/ENSG00000134874/ENSG00000119650/ENSG00000256061/ENSG00000142731/ENSG00000103494/ENSG00000137821/ENSG00000188229/ENSG00000101350/ENSG00000187049/ENSG00000111837/ENSG00000161996/ENSG00000204104/ENSG00000284862/ENSG00000132376/ENSG00000166596/ENSG00000123607/ENSG00000100078/ENSG00000166851/ENSG00000140945/ENSG00000106477/ENSG00000152240/ENSG00000125863/ENSG00000198331/ENSG00000168385/ENSG00000110880/ENSG00000150625/ENSG00000152669/ENSG00000087903/ENSG00000147874/ENSG00000214367/ENSG00000131437/ENSG00000151849/ENSG00000164066/ENSG00000168778/ENSG00000119547/ENSG00000114446/ENSG00000074054/ENSG00000159079/ENSG00000137601/ENSG00000156313/ENSG00000103540/ENSG00000086300/ENSG00000137343/ENSG00000011426/ENSG00000187240/ENSG00000130638/ENSG00000119977/ENSG00000186638/ENSG00000170264/ENSG00000139323/ENSG00000011143/ENSG00000135541/ENSG00000145536/ENSG00000142459/ENSG00000180376/ENSG00000135931/ENSG00000158079/ENSG00000117155/ENSG00000173588/ENSG00000123810/ENSG00000122735/ENSG00000058453/ENSG00000112144/ENSG00000105948/ENSG00000075618/ENSG00000122417/ENSG00000112210/ENSG00000126001/ENSG00000101004/ENSG00000100271/ENSG00000213397/ENSG00000009694/ENSG00000196659/ENSG00000135315/ENSG00000079691/ENSG00000122970/ENSG00000187017/ENSG00000140463/ENSG00000173546/ENSG00000264364/ENSG00000198718/ENSG00000119699/ENSG00000145934/ENSG00000148019/ENSG00000213853/ENSG00000179051/ENSG00000116213/ENSG00000119333/ENSG00000180263","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0140014","GO:0140014","GO:0140014","mitotic nuclear division",212,0.679479489599213,1.78267517097332,1e-10,1.787e-08,1.60631578947368e-08,1564,"tags=36%, list=13%, signal=32%","ENSG00000138798/ENSG00000077935/ENSG00000137090/ENSG00000100918/ENSG00000156509/ENSG00000013810/ENSG00000212916/ENSG00000123219/ENSG00000137807/ENSG00000080986/ENSG00000117650/ENSG00000163611/ENSG00000157456/ENSG00000113575/ENSG00000164114/ENSG00000168802/ENSG00000124688/ENSG00000109805/ENSG00000128944/ENSG00000121621/ENSG00000129810/ENSG00000136982/ENSG00000170312/ENSG00000112742/ENSG00000198901/ENSG00000138411/ENSG00000146670/ENSG00000136122/ENSG00000177602/ENSG00000143228/ENSG00000138778/ENSG00000178999/ENSG00000101350/ENSG00000087586/ENSG00000107831/ENSG00000288000/ENSG00000167842/ENSG00000134690/ENSG00000161800/ENSG00000127564/ENSG00000117724/ENSG00000166851/ENSG00000155657/ENSG00000112029/ENSG00000040275/ENSG00000149503/ENSG00000118193/ENSG00000090889/ENSG00000126787/ENSG00000138182/ENSG00000169679/ENSG00000068796/ENSG00000101057/ENSG00000175063/ENSG00000121152/ENSG00000088325/ENSG00000164109/ENSG00000146918/ENSG00000074054/ENSG00000134057/ENSG00000144535/ENSG00000100462/ENSG00000011426/ENSG00000154429/ENSG00000010292/ENSG00000176170/ENSG00000136824/ENSG00000086065/ENSG00000104983/ENSG00000133302/ENSG00000178295/ENSG00000159069/ENSG00000154473/ENSG00000148773/ENSG00000053900/ENSG00000119906/ENSG00000198718","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1903046","GO:1903046","GO:1903046","meiotic cell cycle process",103,0.726587008480527,1.863979540427,1e-10,1.787e-08,1.60631578947368e-08,1461,"tags=45%, list=12%, signal=39%","ENSG00000133101/ENSG00000173809/ENSG00000196074/ENSG00000141255/ENSG00000066923/ENSG00000152670/ENSG00000173769/ENSG00000163806/ENSG00000167014/ENSG00000249961/ENSG00000143452/ENSG00000137090/ENSG00000162039/ENSG00000204410/ENSG00000100814/ENSG00000181085/ENSG00000160207/ENSG00000100918/ENSG00000120498/ENSG00000203910/ENSG00000156509/ENSG00000175305/ENSG00000197275/ENSG00000157456/ENSG00000121621/ENSG00000129810/ENSG00000112742/ENSG00000085999/ENSG00000143228/ENSG00000051180/ENSG00000087586/ENSG00000166851/ENSG00000112029/ENSG00000149503/ENSG00000169679/ENSG00000131747/ENSG00000116062/ENSG00000179218/ENSG00000132436/ENSG00000136492/ENSG00000198765/ENSG00000010292/ENSG00000136824/ENSG00000113456/ENSG00000187790/ENSG00000154920","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0099111","GO:0099111","GO:0099111","microtubule-based transport",150,0.683962378349483,1.78109943001404,1.26886895134308e-10,2.19432466069363e-08,1.97245570772449e-08,1558,"tags=35%, list=13%, signal=31%","ENSG00000154099/ENSG00000145491/ENSG00000079974/ENSG00000213123/ENSG00000144451/ENSG00000138175/ENSG00000112981/ENSG00000100360/ENSG00000141519/ENSG00000039139/ENSG00000165506/ENSG00000135338/ENSG00000128581/ENSG00000129295/ENSG00000138002/ENSG00000166171/ENSG00000197748/ENSG00000165115/ENSG00000163913/ENSG00000126870/ENSG00000118965/ENSG00000187535/ENSG00000186094/ENSG00000141577/ENSG00000155761/ENSG00000032742/ENSG00000119650/ENSG00000256061/ENSG00000101350/ENSG00000111837/ENSG00000204104/ENSG00000284862/ENSG00000123607/ENSG00000109971/ENSG00000090889/ENSG00000131437/ENSG00000114446/ENSG00000156313/ENSG00000187240/ENSG00000158560/ENSG00000117155/ENSG00000047578/ENSG00000112144/ENSG00000105948/ENSG00000163462/ENSG00000277586/ENSG00000100271/ENSG00000126756/ENSG00000196659/ENSG00000122970/ENSG00000112290/ENSG00000150672/ENSG00000264364","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051301","GO:0051301","GO:0051301","cell division",441,0.564455416413354,1.49258185647977,4.63034756663518e-10,7.52221009234279e-08,6.76163673367013e-08,1877,"tags=29%, list=16%, signal=25%","ENSG00000133101/ENSG00000196074/ENSG00000173769/ENSG00000138175/ENSG00000106948/ENSG00000156345/ENSG00000165891/ENSG00000171843/ENSG00000175305/ENSG00000174442/ENSG00000096093/ENSG00000013810/ENSG00000212916/ENSG00000146425/ENSG00000137807/ENSG00000119715/ENSG00000080986/ENSG00000117650/ENSG00000163611/ENSG00000157456/ENSG00000177143/ENSG00000164114/ENSG00000119969/ENSG00000159055/ENSG00000109805/ENSG00000128944/ENSG00000129810/ENSG00000138795/ENSG00000170312/ENSG00000198901/ENSG00000161888/ENSG00000146670/ENSG00000131351/ENSG00000136122/ENSG00000114904/ENSG00000143228/ENSG00000138778/ENSG00000178999/ENSG00000142731/ENSG00000149295/ENSG00000162063/ENSG00000101350/ENSG00000087586/ENSG00000107831/ENSG00000102901/ENSG00000136108/ENSG00000167842/ENSG00000134690/ENSG00000105486/ENSG00000161800/ENSG00000150764/ENSG00000097046/ENSG00000117724/ENSG00000145386/ENSG00000166851/ENSG00000152240/ENSG00000112029/ENSG00000168385/ENSG00000040275/ENSG00000149503/ENSG00000118193/ENSG00000066279/ENSG00000090889/ENSG00000117632/ENSG00000138182/ENSG00000089685/ENSG00000169679/ENSG00000131747/ENSG00000152669/ENSG00000133026/ENSG00000175792/ENSG00000147874/ENSG00000068796/ENSG00000122966/ENSG00000214367/ENSG00000175063/ENSG00000110492/ENSG00000121152/ENSG00000088325/ENSG00000151849/ENSG00000164066/ENSG00000164109/ENSG00000186871/ENSG00000146918/ENSG00000129173/ENSG00000255346/ENSG00000111665/ENSG00000074054/ENSG00000134057/ENSG00000137601/ENSG00000103540/ENSG00000144535/ENSG00000120539/ENSG00000011426/ENSG00000141759/ENSG00000136492/ENSG00000101773/ENSG00000129534/ENSG00000154429/ENSG00000198765/ENSG00000147601/ENSG00000010292/ENSG00000084764/ENSG00000147082/ENSG00000136824/ENSG00000086065/ENSG00000114346/ENSG00000213397/ENSG00000154473/ENSG00000112984/ENSG00000053900/ENSG00000140463/ENSG00000166483/ENSG00000119699/ENSG00000237649/ENSG00000173207/ENSG00000184486/ENSG00000168061/ENSG00000179051/ENSG00000160683/ENSG00000176248/ENSG00000168883/ENSG00000167552/ENSG00000101367/ENSG00000004897/ENSG00000182628","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032675","GO:0032675","GO:0032675","regulation of interleukin-6 production",71,-0.600981124925714,-2.31026448112371,1.13550478629092e-09,1.73926890265874e-07,1.56341080049318e-07,2067,"tags=51%, list=17%, signal=42%","ENSG00000160703/ENSG00000196083/ENSG00000177663/ENSG00000172247/ENSG00000012504/ENSG00000177628/ENSG00000162909/ENSG00000135218/ENSG00000167207/ENSG00000168610/ENSG00000199135/ENSG00000136634/ENSG00000174130/ENSG00000165025/ENSG00000111679/ENSG00000104312/ENSG00000115267/ENSG00000167984/ENSG00000091972/ENSG00000172216/ENSG00000016082/ENSG00000101916/ENSG00000169403/ENSG00000150455/ENSG00000118503/ENSG00000187796/ENSG00000168918/ENSG00000204472/ENSG00000121853/ENSG00000019582/ENSG00000051523/ENSG00000101425/ENSG00000134830/ENSG00000204305/ENSG00000125538/ENSG00000112116","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"GO:0006281","GO:0006281","GO:0006281","DNA repair",413,0.568323943165936,1.50407707339354,1.26471233769251e-09,1.88336745621376e-07,1.69293949764804e-07,2855,"tags=43%, list=24%, signal=34%","ENSG00000141255/ENSG00000101204/ENSG00000162039/ENSG00000204410/ENSG00000111206/ENSG00000277157/ENSG00000160207/ENSG00000100918/ENSG00000171320/ENSG00000129355/ENSG00000197275/ENSG00000125319/ENSG00000083093/ENSG00000177143/ENSG00000143476/ENSG00000170312/ENSG00000146648/ENSG00000085999/ENSG00000146670/ENSG00000051180/ENSG00000138375/ENSG00000160949/ENSG00000221829/ENSG00000175854/ENSG00000146263/ENSG00000147536/ENSG00000256525/ENSG00000076248/ENSG00000196584/ENSG00000107447/ENSG00000089280/ENSG00000105486/ENSG00000100479/ENSG00000097046/ENSG00000117748/ENSG00000159259/ENSG00000109685/ENSG00000178460/ENSG00000197837/ENSG00000073111/ENSG00000185480/ENSG00000101868/ENSG00000076003/ENSG00000130997/ENSG00000112039/ENSG00000048392/ENSG00000163312/ENSG00000167670/ENSG00000174371/ENSG00000175792/ENSG00000156384/ENSG00000013573/ENSG00000132646/ENSG00000116062/ENSG00000164104/ENSG00000104738/ENSG00000188486/ENSG00000160957/ENSG00000166803/ENSG00000133119/ENSG00000132436/ENSG00000163781/ENSG00000092853/ENSG00000136492/ENSG00000101773/ENSG00000276043/ENSG00000198554/ENSG00000198765/ENSG00000132383/ENSG00000160117/ENSG00000132740/ENSG00000111802/ENSG00000143799/ENSG00000104313/ENSG00000095002/ENSG00000169188/ENSG00000143971/ENSG00000158169/ENSG00000183763/ENSG00000198690/ENSG00000166199/ENSG00000113456/ENSG00000111877/ENSG00000112118/ENSG00000133302/ENSG00000187790/ENSG00000134452/ENSG00000178295/ENSG00000154920/ENSG00000149136/ENSG00000163918/ENSG00000154914/ENSG00000136518/ENSG00000137074/ENSG00000140525/ENSG00000115392/ENSG00000119906/ENSG00000100297/ENSG00000035928/ENSG00000104889/ENSG00000109674/ENSG00000049541/ENSG00000187555/ENSG00000164306/ENSG00000054796/ENSG00000138376/ENSG00000004700/ENSG00000175643/ENSG00000121988/ENSG00000116717/ENSG00000138311/ENSG00000068878/ENSG00000134480/ENSG00000101347/ENSG00000124795/ENSG00000137337/ENSG00000140718/ENSG00000166848/ENSG00000079616/ENSG00000062822/ENSG00000011485/ENSG00000198924/ENSG00000168496/ENSG00000100823/ENSG00000087206/ENSG00000113318/ENSG00000189403/ENSG00000004487/ENSG00000140464/ENSG00000111445/ENSG00000115233/ENSG00000093009/ENSG00000083642/ENSG00000096717/ENSG00000168411/ENSG00000118655/ENSG00000110768/ENSG00000214941/ENSG00000113522/ENSG00000158161/ENSG00000178966/ENSG00000136319/ENSG00000069275/ENSG00000140534/ENSG00000067369/ENSG00000112319/ENSG00000163104/ENSG00000115274/ENSG00000168090/ENSG00000172613/ENSG00000181163/ENSG00000076242/ENSG00000185504/ENSG00000145736/ENSG00000020922/ENSG00000225830/ENSG00000064545/ENSG00000152457/ENSG00000164754/ENSG00000042088/ENSG00000149923/ENSG00000106399/ENSG00000112941/ENSG00000020426/ENSG00000167770/ENSG00000140455/ENSG00000070950/ENSG00000181544/ENSG00000010072/ENSG00000002016/ENSG00000105325/ENSG00000085224/ENSG00000136709/ENSG00000100387/ENSG00000149311/ENSG00000189079/ENSG00000005156","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006614","GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",77,-0.578805528332109,-2.22104797087059,1.67332553721577e-09,2.42451302838209e-07,2.17936964704802e-07,3310,"tags=75%, list=28%, signal=55%","ENSG00000122406/ENSG00000137818/ENSG00000145425/ENSG00000108298/ENSG00000105193/ENSG00000188846/ENSG00000008988/ENSG00000163682/ENSG00000112306/ENSG00000110700/ENSG00000170889/ENSG00000164587/ENSG00000156482/ENSG00000138326/ENSG00000172809/ENSG00000147604/ENSG00000148303/ENSG00000105372/ENSG00000221983/ENSG00000171858/ENSG00000161016/ENSG00000105640/ENSG00000089009/ENSG00000108107/ENSG00000142937/ENSG00000197756/ENSG00000166441/ENSG00000198918/ENSG00000136942/ENSG00000115268/ENSG00000142534/ENSG00000182774/ENSG00000145592/ENSG00000168028/ENSG00000130255/ENSG00000122026/ENSG00000197958/ENSG00000198755/ENSG00000174444/ENSG00000063177/ENSG00000142541/ENSG00000149273/ENSG00000083845/ENSG00000171863/ENSG00000131469/ENSG00000109475/ENSG00000137154/ENSG00000142676/ENSG00000162244/ENSG00000198242/ENSG00000174748/ENSG00000125691/ENSG00000158552/ENSG00000182899/ENSG00000134419/ENSG00000118181/ENSG00000231500/ENSG00000233927","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032635","GO:0032635","GO:0032635","interleukin-6 production",72,-0.598183753861505,-2.29675794766921,1.77280055405421e-09,2.50104836060121e-07,2.2481664643934e-07,2067,"tags=50%, list=17%, signal=42%","ENSG00000160703/ENSG00000196083/ENSG00000177663/ENSG00000172247/ENSG00000012504/ENSG00000177628/ENSG00000162909/ENSG00000135218/ENSG00000167207/ENSG00000168610/ENSG00000199135/ENSG00000136634/ENSG00000174130/ENSG00000165025/ENSG00000111679/ENSG00000104312/ENSG00000115267/ENSG00000167984/ENSG00000091972/ENSG00000172216/ENSG00000016082/ENSG00000101916/ENSG00000169403/ENSG00000150455/ENSG00000118503/ENSG00000187796/ENSG00000168918/ENSG00000204472/ENSG00000121853/ENSG00000019582/ENSG00000051523/ENSG00000101425/ENSG00000134830/ENSG00000204305/ENSG00000125538/ENSG00000112116","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
