"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0060271","GO:0060271","GO:0060271","cilium assembly",270,-0.527421708277324,-1.80375279471849,2.81357584800843e-08,3.75960176826961e-06,3.32342122837856e-06,2893,"tags=48%, list=25%, signal=37%","ENSG00000167552/ENSG00000122970/ENSG00000168385/ENSG00000140463/ENSG00000155761/ENSG00000094631/ENSG00000163913/ENSG00000100815/ENSG00000123607/ENSG00000125863/ENSG00000164066/ENSG00000074054/ENSG00000101367/ENSG00000167461/ENSG00000070761/ENSG00000135931/ENSG00000119333/ENSG00000107140/ENSG00000138686/ENSG00000198003/ENSG00000075945/ENSG00000122507/ENSG00000138175/ENSG00000013016/ENSG00000058453/ENSG00000166596/ENSG00000101624/ENSG00000137601/ENSG00000183638/ENSG00000170027/ENSG00000005249/ENSG00000126001/ENSG00000039139/ENSG00000092200/ENSG00000188229/ENSG00000100360/ENSG00000131462/ENSG00000130638/ENSG00000162643/ENSG00000078668/ENSG00000160401/ENSG00000116213/ENSG00000141519/ENSG00000161996/ENSG00000168234/ENSG00000173805/ENSG00000181378/ENSG00000119547/ENSG00000110318/ENSG00000079974/ENSG00000135541/ENSG00000072864/ENSG00000144061/ENSG00000197603/ENSG00000188343/ENSG00000272514/ENSG00000139323/ENSG00000173588/ENSG00000126870/ENSG00000264364/ENSG00000011143/ENSG00000196230/ENSG00000083535/ENSG00000119661/ENSG00000084731/ENSG00000114446/ENSG00000284862/ENSG00000103540/ENSG00000165115/ENSG00000119650/ENSG00000198331/ENSG00000144451/ENSG00000108641/ENSG00000204104/ENSG00000118965/ENSG00000117155/ENSG00000172426/ENSG00000141577/ENSG00000103494/ENSG00000134874/ENSG00000154099/ENSG00000165506/ENSG00000135407/ENSG00000088986/ENSG00000032742/ENSG00000160226/ENSG00000128581/ENSG00000159079/ENSG00000187726/ENSG00000117245/ENSG00000138036/ENSG00000147874/ENSG00000104237/ENSG00000135315/ENSG00000122735/ENSG00000180376/ENSG00000151849/ENSG00000137821/ENSG00000214367/ENSG00000163093/ENSG00000187049/ENSG00000213397/ENSG00000156042/ENSG00000113966/ENSG00000141013/ENSG00000103995/ENSG00000164675/ENSG00000138286/ENSG00000080572/ENSG00000100490/ENSG00000122417/ENSG00000244607/ENSG00000165533/ENSG00000099204/ENSG00000112981/ENSG00000105479/ENSG00000100078/ENSG00000160188/ENSG00000131351/ENSG00000167858/ENSG00000170312/ENSG00000152763/ENSG00000256061/ENSG00000152240/ENSG00000117650/ENSG00000142609/ENSG00000142731/ENSG00000166851/ENSG00000138587","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006613","GO:0006613","GO:0006613","cotranslational protein targeting to membrane",80,0.632187129063521,2.35120086739591,2.88172878106289e-08,3.75960176826961e-06,3.32342122837856e-06,2987,"tags=78%, list=26%, signal=58%","ENSG00000158552/ENSG00000231500/ENSG00000167526/ENSG00000233927/ENSG00000162244/ENSG00000164587/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000125691/ENSG00000156482/ENSG00000171858/ENSG00000142534/ENSG00000145592/ENSG00000182774/ENSG00000083845/ENSG00000221983/ENSG00000105640/ENSG00000063177/ENSG00000109475/ENSG00000112306/ENSG00000134419/ENSG00000147604/ENSG00000114391/ENSG00000198242/ENSG00000136942/ENSG00000148303/ENSG00000108107/ENSG00000137154/ENSG00000161016/ENSG00000105372/ENSG00000142937/ENSG00000188846/ENSG00000110700/ENSG00000065308/ENSG00000198918/ENSG00000166441/ENSG00000170889/ENSG00000089009/ENSG00000008988/ENSG00000171863/ENSG00000118181/ENSG00000198755/ENSG00000145425/ENSG00000174444/ENSG00000115268/ENSG00000149273/ENSG00000122026/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000131469/ENSG00000105193/ENSG00000197958/ENSG00000130255/ENSG00000172809/ENSG00000168028/ENSG00000163479/ENSG00000108298/ENSG00000137818/ENSG00000138326/ENSG00000089157","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0044782","GO:0044782","GO:0044782","cilium organization",279,-0.527702526571896,-1.81218313959271,3.38618034051892e-08,4.31254253367516e-06,3.81221105002781e-06,2893,"tags=47%, list=25%, signal=36%","ENSG00000167552/ENSG00000122970/ENSG00000168385/ENSG00000140463/ENSG00000155761/ENSG00000094631/ENSG00000163913/ENSG00000100815/ENSG00000123607/ENSG00000125863/ENSG00000164066/ENSG00000074054/ENSG00000101367/ENSG00000167461/ENSG00000070761/ENSG00000135931/ENSG00000119333/ENSG00000107140/ENSG00000138686/ENSG00000198003/ENSG00000135338/ENSG00000075945/ENSG00000122507/ENSG00000138175/ENSG00000013016/ENSG00000058453/ENSG00000166596/ENSG00000101624/ENSG00000137601/ENSG00000183638/ENSG00000170027/ENSG00000005249/ENSG00000126001/ENSG00000039139/ENSG00000092200/ENSG00000188229/ENSG00000100360/ENSG00000131462/ENSG00000130638/ENSG00000162643/ENSG00000078668/ENSG00000160401/ENSG00000116213/ENSG00000141519/ENSG00000161996/ENSG00000168234/ENSG00000173805/ENSG00000181378/ENSG00000119547/ENSG00000110318/ENSG00000079974/ENSG00000135541/ENSG00000072864/ENSG00000144061/ENSG00000197603/ENSG00000188343/ENSG00000272514/ENSG00000139323/ENSG00000173588/ENSG00000126870/ENSG00000264364/ENSG00000011143/ENSG00000196230/ENSG00000083535/ENSG00000119661/ENSG00000084731/ENSG00000114446/ENSG00000284862/ENSG00000103540/ENSG00000165115/ENSG00000119650/ENSG00000198331/ENSG00000144451/ENSG00000108641/ENSG00000204104/ENSG00000118965/ENSG00000117155/ENSG00000172426/ENSG00000141577/ENSG00000103494/ENSG00000134874/ENSG00000154099/ENSG00000165506/ENSG00000135407/ENSG00000088986/ENSG00000032742/ENSG00000160226/ENSG00000128581/ENSG00000159079/ENSG00000187726/ENSG00000117245/ENSG00000138036/ENSG00000147874/ENSG00000104237/ENSG00000135315/ENSG00000122735/ENSG00000180376/ENSG00000151849/ENSG00000137821/ENSG00000214367/ENSG00000163093/ENSG00000187049/ENSG00000213397/ENSG00000156042/ENSG00000113966/ENSG00000141013/ENSG00000103995/ENSG00000164675/ENSG00000138286/ENSG00000176225/ENSG00000080572/ENSG00000100490/ENSG00000122417/ENSG00000158428/ENSG00000244607/ENSG00000165533/ENSG00000099204/ENSG00000112981/ENSG00000105479/ENSG00000100078/ENSG00000160188/ENSG00000131351/ENSG00000167858/ENSG00000170312/ENSG00000152763/ENSG00000256061/ENSG00000152240/ENSG00000117650/ENSG00000142609/ENSG00000142731/ENSG00000166851/ENSG00000138587","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051303","GO:0051303","GO:0051303","establishment of chromosome localization",54,-0.735855584110889,-2.12029075179987,5.30964770834375e-08,6.17419686781103e-06,5.45788043612818e-06,796,"tags=31%, list=7%, signal=29%","ENSG00000143228/ENSG00000237649/ENSG00000146670/ENSG00000178999/ENSG00000249961/ENSG00000149503/ENSG00000040275/ENSG00000163611/ENSG00000167842/ENSG00000121621/ENSG00000138778/ENSG00000118193/ENSG00000117724/ENSG00000126787/ENSG00000134057/ENSG00000080986/ENSG00000134690","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050000","GO:0050000","GO:0050000","chromosome localization",56,-0.726647950509183,-2.10376928915068,5.96227083500447e-08,6.64420556175811e-06,5.873359778693e-06,796,"tags=30%, list=7%, signal=28%","ENSG00000143228/ENSG00000237649/ENSG00000146670/ENSG00000178999/ENSG00000249961/ENSG00000149503/ENSG00000040275/ENSG00000163611/ENSG00000167842/ENSG00000121621/ENSG00000138778/ENSG00000118193/ENSG00000117724/ENSG00000126787/ENSG00000134057/ENSG00000080986/ENSG00000134690","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051983","GO:0051983","GO:0051983","regulation of chromosome segregation",59,-0.715407562558164,-2.08632345533839,1.90710329702925e-07,1.88909176589064e-05,1.66992358874374e-05,1025,"tags=44%, list=9%, signal=40%","ENSG00000164754/ENSG00000110200/ENSG00000053900/ENSG00000149311/ENSG00000175643/ENSG00000138411/ENSG00000143452/ENSG00000128789/ENSG00000124688/ENSG00000163029/ENSG00000164109/ENSG00000178999/ENSG00000112029/ENSG00000040275/ENSG00000013810/ENSG00000178295/ENSG00000112742/ENSG00000175063/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000148773/ENSG00000166851/ENSG00000134057/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051783","GO:0051783","GO:0051783","regulation of nuclear division",91,-0.648634227227797,-2.02167169644674,4.66450109739525e-07,3.83852559537957e-05,3.3931884906072e-05,1713,"tags=40%, list=15%, signal=34%","ENSG00000154473/ENSG00000179218/ENSG00000151577/ENSG00000172113/ENSG00000164754/ENSG00000110200/ENSG00000053900/ENSG00000149311/ENSG00000127564/ENSG00000167244/ENSG00000103056/ENSG00000143452/ENSG00000128789/ENSG00000124688/ENSG00000137090/ENSG00000288000/ENSG00000164109/ENSG00000178999/ENSG00000112029/ENSG00000040275/ENSG00000138182/ENSG00000178295/ENSG00000087586/ENSG00000117650/ENSG00000112742/ENSG00000136122/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000148773/ENSG00000166851/ENSG00000017427/ENSG00000156509/ENSG00000134057/ENSG00000080986/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006334","GO:0006334","GO:0006334","nucleosome assembly",53,-0.713110588483401,-2.05277043305894,5.86084555239966e-07,4.61024453820379e-05,4.07537433767481e-05,978,"tags=38%, list=9%, signal=35%","ENSG00000162521/ENSG00000187475/ENSG00000132780/ENSG00000125398/ENSG00000196497/ENSG00000197837/ENSG00000073111/ENSG00000188486/ENSG00000102384/ENSG00000167670/ENSG00000159055/ENSG00000129534/ENSG00000101812/ENSG00000166451/ENSG00000183598/ENSG00000188312/ENSG00000102901/ENSG00000159259/ENSG00000123219/ENSG00000100162","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034728","GO:0034728","GO:0034728","nucleosome organization",76,-0.660139360547958,-2.0079958497357,1.23993624378773e-06,8.50310124105204e-05,7.51659056288057e-05,978,"tags=34%, list=9%, signal=31%","ENSG00000132475/ENSG00000189060/ENSG00000151725/ENSG00000178028/ENSG00000075856/ENSG00000162521/ENSG00000187475/ENSG00000132780/ENSG00000125398/ENSG00000196497/ENSG00000127616/ENSG00000197837/ENSG00000073111/ENSG00000188486/ENSG00000102384/ENSG00000167670/ENSG00000159055/ENSG00000129534/ENSG00000101812/ENSG00000166451/ENSG00000183598/ENSG00000188312/ENSG00000102901/ENSG00000159259/ENSG00000123219/ENSG00000100162","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0044283","GO:0044283","GO:0044283","small molecule biosynthetic process",500,-0.449630774413042,-1.58168517068925,1.43472766326367e-06,9.59294783849669e-05,8.47999560971104e-05,1853,"tags=25%, list=16%, signal=22%","ENSG00000100075/ENSG00000072310/ENSG00000114650/ENSG00000160209/ENSG00000204147/ENSG00000065154/ENSG00000163344/ENSG00000156136/ENSG00000063176/ENSG00000114026/ENSG00000036530/ENSG00000156110/ENSG00000165996/ENSG00000111669/ENSG00000172113/ENSG00000136159/ENSG00000147647/ENSG00000059377/ENSG00000054179/ENSG00000183696/ENSG00000130021/ENSG00000205808/ENSG00000105220/ENSG00000166183/ENSG00000130377/ENSG00000148334/ENSG00000173208/ENSG00000188641/ENSG00000144644/ENSG00000173531/ENSG00000122787/ENSG00000196839/ENSG00000117528/ENSG00000083535/ENSG00000166321/ENSG00000110871/ENSG00000146733/ENSG00000167900/ENSG00000102967/ENSG00000137700/ENSG00000100024/ENSG00000184207/ENSG00000133475/ENSG00000148459/ENSG00000278540/ENSG00000111640/ENSG00000233276/ENSG00000101347/ENSG00000131979/ENSG00000099256/ENSG00000181322/ENSG00000130203/ENSG00000172893/ENSG00000143198/ENSG00000198931/ENSG00000078124/ENSG00000062282/ENSG00000113492/ENSG00000166228/ENSG00000111684/ENSG00000161653/ENSG00000143994/ENSG00000170522/ENSG00000198911/ENSG00000228716/ENSG00000118137/ENSG00000100889/ENSG00000182199/ENSG00000099377/ENSG00000076248/ENSG00000100003/ENSG00000143815/ENSG00000132196/ENSG00000135069/ENSG00000015520/ENSG00000084674/ENSG00000171631/ENSG00000109929/ENSG00000171759/ENSG00000097021/ENSG00000081760/ENSG00000221968/ENSG00000149084/ENSG00000129596/ENSG00000099194/ENSG00000213316/ENSG00000114115/ENSG00000059573/ENSG00000109814/ENSG00000167508/ENSG00000006025/ENSG00000001626/ENSG00000148377/ENSG00000012660/ENSG00000179958/ENSG00000115263/ENSG00000112981/ENSG00000113161/ENSG00000187097/ENSG00000164181/ENSG00000100078/ENSG00000169710/ENSG00000147383/ENSG00000167910/ENSG00000160752/ENSG00000079459/ENSG00000147465/ENSG00000116133/ENSG00000166035/ENSG00000112667/ENSG00000106633/ENSG00000147155/ENSG00000079739/ENSG00000215009/ENSG00000149809/ENSG00000164708/ENSG00000110921/ENSG00000103202/ENSG00000021826/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000130957/ENSG00000160285/ENSG00000025708/ENSG00000104549/ENSG00000073734","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051383","GO:0051383","GO:0051383","kinetochore organization",15,-0.890818943180369,-2.01356804016708,2.32107046987858e-06,0.000147802451706911,0.00013065474374304,796,"tags=67%, list=7%, signal=62%","ENSG00000143228/ENSG00000167842/ENSG00000166451/ENSG00000136824/ENSG00000102901/ENSG00000138778/ENSG00000123219/ENSG00000117724/ENSG00000126787/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050900","GO:0050900","GO:0050900","leukocyte migration",259,0.400861244071337,1.74606829962371,2.63727710411534e-06,0.000164032502673406,0.000145001820706072,1863,"tags=31%, list=16%, signal=26%","ENSG00000211899/ENSG00000160683/ENSG00000112175/ENSG00000007908/ENSG00000075340/ENSG00000150455/ENSG00000137801/ENSG00000115232/ENSG00000162692/ENSG00000122592/ENSG00000119630/ENSG00000162897/ENSG00000134830/ENSG00000145147/ENSG00000100600/ENSG00000133789/ENSG00000101280/ENSG00000183087/ENSG00000261371/ENSG00000177628/ENSG00000169508/ENSG00000183018/ENSG00000147573/ENSG00000101336/ENSG00000174600/ENSG00000170962/ENSG00000138135/ENSG00000089060/ENSG00000136160/ENSG00000110080/ENSG00000127129/ENSG00000169313/ENSG00000147443/ENSG00000177398/ENSG00000015413/ENSG00000100292/ENSG00000021488/ENSG00000166923/ENSG00000063660/ENSG00000141968/ENSG00000153208/ENSG00000168918/ENSG00000110651/ENSG00000121966/ENSG00000171522/ENSG00000120129/ENSG00000182578/ENSG00000165025/ENSG00000119919/ENSG00000130300/ENSG00000196415/ENSG00000136286/ENSG00000115414/ENSG00000172817/ENSG00000105894/ENSG00000103064/ENSG00000135046/ENSG00000167207/ENSG00000213949/ENSG00000107562/ENSG00000162512/ENSG00000141655/ENSG00000090863/ENSG00000151651/ENSG00000140678/ENSG00000157404/ENSG00000124126/ENSG00000124145/ENSG00000143369/ENSG00000126353/ENSG00000100311/ENSG00000204472/ENSG00000128340/ENSG00000183049/ENSG00000103257/ENSG00000186810/ENSG00000174059/ENSG00000184588/ENSG00000051382/ENSG00000105974","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2001251","GO:2001251","GO:2001251","negative regulation of chromosome organization",62,-0.668759405478779,-1.97581976592222,5.55131359818782e-06,0.000322760613442464,0.000285314653124253,1713,"tags=39%, list=15%, signal=33%","ENSG00000154473/ENSG00000132475/ENSG00000164754/ENSG00000110200/ENSG00000113522/ENSG00000149311/ENSG00000128513/ENSG00000140451/ENSG00000128789/ENSG00000124688/ENSG00000164109/ENSG00000073111/ENSG00000178999/ENSG00000112029/ENSG00000040275/ENSG00000178295/ENSG00000112742/ENSG00000131747/ENSG00000111732/ENSG00000169679/ENSG00000117724/ENSG00000166851/ENSG00000134057/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902652","GO:1902652","GO:1902652","secondary alcohol metabolic process",117,-0.590330054860341,-1.8769941731298,6.39540812047726e-06,0.000349071816698294,0.000308573289765669,1424,"tags=43%, list=12%, signal=38%","ENSG00000245848/ENSG00000082641/ENSG00000115361/ENSG00000166411/ENSG00000072310/ENSG00000114650/ENSG00000163344/ENSG00000036530/ENSG00000205808/ENSG00000111664/ENSG00000213398/ENSG00000122787/ENSG00000101365/ENSG00000057252/ENSG00000278540/ENSG00000130203/ENSG00000172893/ENSG00000131910/ENSG00000062282/ENSG00000111684/ENSG00000170522/ENSG00000198911/ENSG00000132855/ENSG00000118137/ENSG00000100003/ENSG00000143815/ENSG00000132196/ENSG00000015520/ENSG00000084674/ENSG00000109929/ENSG00000099194/ENSG00000167508/ENSG00000001626/ENSG00000148377/ENSG00000113161/ENSG00000169710/ENSG00000147383/ENSG00000167910/ENSG00000160752/ENSG00000079459/ENSG00000147465/ENSG00000116133/ENSG00000147155/ENSG00000149809/ENSG00000110921/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034501","GO:0034501","GO:0034501","protein localization to kinetochore",15,-0.878312455701378,-1.9852989247927,6.63466051040377e-06,0.000358472717880301,0.000316883519539965,427,"tags=60%, list=4%, signal=58%","ENSG00000178999/ENSG00000040275/ENSG00000167842/ENSG00000170312/ENSG00000102901/ENSG00000177602/ENSG00000112742/ENSG00000174442/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042060","GO:0042060","GO:0042060","wound healing",346,0.361955352525599,1.56164335022954,6.87506733475728e-06,0.000363871257184194,0.000321655732457892,1755,"tags=26%, list=15%, signal=22%","ENSG00000213931/ENSG00000143954/ENSG00000244734/ENSG00000004939/ENSG00000274286/ENSG00000169704/ENSG00000178732/ENSG00000124491/ENSG00000162552/ENSG00000142871/ENSG00000113721/ENSG00000137801/ENSG00000158856/ENSG00000069018/ENSG00000196581/ENSG00000115956/ENSG00000132703/ENSG00000160323/ENSG00000124762/ENSG00000143278/ENSG00000183087/ENSG00000109758/ENSG00000134954/ENSG00000137509/ENSG00000204301/ENSG00000043462/ENSG00000110080/ENSG00000169313/ENSG00000138639/ENSG00000167601/ENSG00000182704/ENSG00000154127/ENSG00000185532/ENSG00000166501/ENSG00000189114/ENSG00000070193/ENSG00000100292/ENSG00000154764/ENSG00000142615/ENSG00000164111/ENSG00000166311/ENSG00000141968/ENSG00000153208/ENSG00000149781/ENSG00000121966/ENSG00000165025/ENSG00000103175/ENSG00000164690/ENSG00000198517/ENSG00000185022/ENSG00000076706/ENSG00000108405/ENSG00000006638/ENSG00000110756/ENSG00000186222/ENSG00000196415/ENSG00000128271/ENSG00000128052/ENSG00000088387/ENSG00000115414/ENSG00000111186/ENSG00000135046/ENSG00000144668/ENSG00000104368/ENSG00000157680/ENSG00000113083/ENSG00000150594/ENSG00000181104/ENSG00000101335/ENSG00000171132/ENSG00000112562/ENSG00000100099/ENSG00000024422/ENSG00000159176/ENSG00000124145/ENSG00000096968/ENSG00000073712/ENSG00000163513/ENSG00000131381/ENSG00000100311/ENSG00000152661/ENSG00000181467/ENSG00000065675/ENSG00000197461/ENSG00000106571/ENSG00000105825/ENSG00000166333/ENSG00000135605/ENSG00000139567","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048821","GO:0048821","GO:0048821","erythrocyte development",23,0.806721521752217,2.32806547235668,7.1818162692188e-06,0.000367026735125596,0.000324445118946813,123,"tags=17%, list=1%, signal=17%","ENSG00000004939/ENSG00000158578/ENSG00000162367/ENSG00000158856","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031145","GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process",65,-0.656716622051794,-1.9523223318214,1.0331101599097e-05,0.000516458527603459,0.000456540171009778,2981,"tags=72%, list=26%, signal=54%","ENSG00000159377/ENSG00000105325/ENSG00000159352/ENSG00000161057/ENSG00000222028/ENSG00000004897/ENSG00000100902/ENSG00000142507/ENSG00000153107/ENSG00000108671/ENSG00000204264/ENSG00000100911/ENSG00000165916/ENSG00000100519/ENSG00000108344/ENSG00000154611/ENSG00000136930/ENSG00000089053/ENSG00000099341/ENSG00000175166/ENSG00000277791/ENSG00000092010/ENSG00000008018/ENSG00000131467/ENSG00000154473/ENSG00000176248/ENSG00000110200/ENSG00000185627/ENSG00000108106/ENSG00000041357/ENSG00000103035/ENSG00000143106/ENSG00000126067/ENSG00000053900/ENSG00000115233/ENSG00000173692/ENSG00000100567/ENSG00000087191/ENSG00000013275/ENSG00000164109/ENSG00000178999/ENSG00000112029/ENSG00000170312/ENSG00000087586/ENSG00000175063/ENSG00000166851/ENSG00000134057","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001944","GO:0001944","GO:0001944","vasculature development",487,0.315035329751838,1.37739349057212,1.06149953728044e-05,0.00051680971612442,0.00045685061542854,1863,"tags=29%, list=16%, signal=25%","ENSG00000136859/ENSG00000161381/ENSG00000162367/ENSG00000183287/ENSG00000162552/ENSG00000171812/ENSG00000054598/ENSG00000151617/ENSG00000142871/ENSG00000113721/ENSG00000037280/ENSG00000137801/ENSG00000154734/ENSG00000106991/ENSG00000159216/ENSG00000122592/ENSG00000119630/ENSG00000179388/ENSG00000164736/ENSG00000145147/ENSG00000183072/ENSG00000128165/ENSG00000091129/ENSG00000118526/ENSG00000122786/ENSG00000101280/ENSG00000135821/ENSG00000081189/ENSG00000261371/ENSG00000134954/ENSG00000105997/ENSG00000187498/ENSG00000137509/ENSG00000099250/ENSG00000143867/ENSG00000184937/ENSG00000128917/ENSG00000170962/ENSG00000106688/ENSG00000204301/ENSG00000100968/ENSG00000260001/ENSG00000164683/ENSG00000138639/ENSG00000175197/ENSG00000166501/ENSG00000138061/ENSG00000070193/ENSG00000100292/ENSG00000154764/ENSG00000111241/ENSG00000166923/ENSG00000148400/ENSG00000079337/ENSG00000265107/ENSG00000184481/ENSG00000186642/ENSG00000169032/ENSG00000114378/ENSG00000133639/ENSG00000121966/ENSG00000105538/ENSG00000153904/ENSG00000115234/ENSG00000165025/ENSG00000100065/ENSG00000164690/ENSG00000092421/ENSG00000167772/ENSG00000076706/ENSG00000169641/ENSG00000121068/ENSG00000006638/ENSG00000173269/ENSG00000165240/ENSG00000122679/ENSG00000126016/ENSG00000124440/ENSG00000125266/ENSG00000184557/ENSG00000172889/ENSG00000128052/ENSG00000066336/ENSG00000115414/ENSG00000122707/ENSG00000116132/ENSG00000105894/ENSG00000169604/ENSG00000106004/ENSG00000144891/ENSG00000123358/ENSG00000116285/ENSG00000198844/ENSG00000135046/ENSG00000019991/ENSG00000109756/ENSG00000066056/ENSG00000174804/ENSG00000136960/ENSG00000137868/ENSG00000156427/ENSG00000127329/ENSG00000113083/ENSG00000123384/ENSG00000163382/ENSG00000177963/ENSG00000136830/ENSG00000172638/ENSG00000048052/ENSG00000203883/ENSG00000151651/ENSG00000112562/ENSG00000152104/ENSG00000140678/ENSG00000157404/ENSG00000118523/ENSG00000115539/ENSG00000130066/ENSG00000125538/ENSG00000143369/ENSG00000182963/ENSG00000166825/ENSG00000163513/ENSG00000139610/ENSG00000143537/ENSG00000100311/ENSG00000004399/ENSG00000197461/ENSG00000154928/ENSG00000165168/ENSG00000106571/ENSG00000139567/ENSG00000186810/ENSG00000174059/ENSG00000168214/ENSG00000051382/ENSG00000184113/ENSG00000163659/ENSG00000108175/ENSG00000011405/ENSG00000153560/ENSG00000105974","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060326","GO:0060326","GO:0060326","cell chemotaxis",168,0.443766175647652,1.86861604955269,1.08923709077585e-05,0.00051680971612442,0.00045685061542854,1760,"tags=35%, list=15%, signal=30%","ENSG00000160683/ENSG00000113721/ENSG00000150455/ENSG00000137801/ENSG00000162692/ENSG00000146242/ENSG00000119630/ENSG00000179388/ENSG00000134830/ENSG00000145147/ENSG00000100600/ENSG00000133789/ENSG00000198121/ENSG00000183087/ENSG00000169508/ENSG00000099250/ENSG00000174600/ENSG00000170962/ENSG00000138135/ENSG00000089060/ENSG00000136160/ENSG00000127129/ENSG00000015413/ENSG00000173585/ENSG00000062598/ENSG00000166923/ENSG00000148400/ENSG00000141968/ENSG00000121966/ENSG00000129048/ENSG00000120129/ENSG00000182578/ENSG00000165025/ENSG00000128052/ENSG00000172817/ENSG00000105894/ENSG00000144891/ENSG00000123358/ENSG00000135046/ENSG00000019991/ENSG00000167207/ENSG00000156427/ENSG00000213949/ENSG00000107562/ENSG00000113083/ENSG00000141655/ENSG00000151651/ENSG00000112562/ENSG00000157404/ENSG00000124126/ENSG00000126353/ENSG00000100311/ENSG00000204472/ENSG00000128340/ENSG00000065675/ENSG00000154928/ENSG00000183049/ENSG00000186810","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000281","GO:0000281","GO:0000281","mitotic cytokinesis",52,-0.676838211254872,-1.94111747284056,3.40313249487668e-05,0.0014333350956768,0.0012670427821787,442,"tags=23%, list=4%, signal=22%","ENSG00000138180/ENSG00000161800/ENSG00000149503/ENSG00000138182/ENSG00000122966/ENSG00000114346/ENSG00000137807/ENSG00000136108/ENSG00000011426/ENSG00000090889/ENSG00000166851/ENSG00000112984","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
