"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Immune_System_Processes","Inflammatory_Response","Immune_Response"
"GO:0045785","GO:0045785","GO:0045785","positive regulation of cell adhesion",253,0.364811721540973,1.65808435660893,5.11373215628025e-05,0.00124528847879788,0.000962189076773785,2707,"tags=34%, list=20%, signal=28%","ENSG00000007908/ENSG00000162552/ENSG00000142871/ENSG00000158856/ENSG00000077420/ENSG00000115232/ENSG00000159216/ENSG00000162692/ENSG00000158856/ENSG00000179388/ENSG00000169313/ENSG00000099250/ENSG00000133878/ENSG00000134954/ENSG00000114378/ENSG00000110080/ENSG00000164690/ENSG00000141968/ENSG00000087589/ENSG00000034971/ENSG00000198805/ENSG00000165025/ENSG00000107562/ENSG00000205221/ENSG00000135074/ENSG00000162946/ENSG00000096968/ENSG00000167207/ENSG00000072274/ENSG00000107742/ENSG00000169499/ENSG00000008256/ENSG00000198959/ENSG00000166900/ENSG00000151651/ENSG00000164620/ENSG00000204472/ENSG00000100351/ENSG00000125735/ENSG00000160255/ENSG00000124126/ENSG00000110651/ENSG00000108175/ENSG00000168071/ENSG00000110651/ENSG00000163513/ENSG00000122122/ENSG00000198805/ENSG00000166333/ENSG00000100311/ENSG00000198286/ENSG00000114315/ENSG00000165731/ENSG00000103335/ENSG00000166949/ENSG00000173757/ENSG00000065000/ENSG00000132669/ENSG00000128052/ENSG00000104312/ENSG00000107562/ENSG00000125538/ENSG00000171132/ENSG00000105122/ENSG00000135046/ENSG00000079805/ENSG00000100097/ENSG00000116962/ENSG00000065675/ENSG00000136630/ENSG00000126353/ENSG00000100034/ENSG00000114646/ENSG00000103653/ENSG00000197635/ENSG00000172638/ENSG00000113916/ENSG00000105974/ENSG00000185149/ENSG00000107968/ENSG00000167604/ENSG00000151150/ENSG00000145675/ENSG00000173039/ENSG00000158769/ENSG00000166949/ENSG00000124145/ENSG00000077420/ENSG00000172232/ENSG00000099250/ENSG00000158092/ENSG00000125735/ENSG00000107099/ENSG00000077264/ENSG00000106571/ENSG00000134215/ENSG00000079805/ENSG00000204305/ENSG00000160685/ENSG00000124253/ENSG00000184216/ENSG00000179820/ENSG00000111679/ENSG00000115414/ENSG00000149273/ENSG00000168421/ENSG00000071051/ENSG00000102879/ENSG00000143772","FALSE","FALSE","FALSE"
"GO:0007281","GO:0007281","GO:0007281","germ cell development",139,-0.536168857956607,-1.72372316924254,5.36396642575395e-05,0.00130020568661133,0.00100462160416376,1518,"tags=33%, list=11%, signal=29%","ENSG00000140463/ENSG00000149311/ENSG00000133105/ENSG00000118690/ENSG00000182749/ENSG00000168556/ENSG00000047188/ENSG00000125863/ENSG00000110492/ENSG00000162782/ENSG00000225697/ENSG00000188613/ENSG00000160401/ENSG00000177138/ENSG00000101104/ENSG00000095627/ENSG00000054796/ENSG00000163661/ENSG00000001626/ENSG00000158169/ENSG00000272514/ENSG00000136811/ENSG00000166086/ENSG00000198765/ENSG00000141577/ENSG00000181378/ENSG00000173769/ENSG00000164104/ENSG00000136492/ENSG00000110218/ENSG00000095002/ENSG00000134874/ENSG00000164113/ENSG00000104044/ENSG00000137819/ENSG00000161594/ENSG00000161594/ENSG00000143452/ENSG00000161594/ENSG00000112029/ENSG00000177707/ENSG00000256453/ENSG00000112981/ENSG00000137090/ENSG00000112530/ENSG00000100918/ENSG00000160188/ENSG00000087586/ENSG00000100078/ENSG00000101489/ENSG00000144451/ENSG00000134057/ENSG00000161594/ENSG00000141384/ENSG00000017427/ENSG00000188372","FALSE","FALSE","FALSE"
"GO:0043534","GO:0043534","GO:0043534","blood vessel endothelial cell migration",86,0.500461174690625,1.92824550421116,5.89887195847853e-05,0.00140398490957453,0.00108480803199265,2145,"tags=28%, list=16%, signal=23%","ENSG00000137801/ENSG00000100292/ENSG00000179388/ENSG00000099250/ENSG00000101280/ENSG00000081189/ENSG00000134954/ENSG00000148400/ENSG00000137509/ENSG00000116717/ENSG00000128917/ENSG00000145147/ENSG00000125266/ENSG00000166923/ENSG00000139567/ENSG00000166923/ENSG00000100065/ENSG00000048052/ENSG00000123358/ENSG00000173269/ENSG00000091879/ENSG00000100311/ENSG00000006638/ENSG00000128052/ENSG00000179348/ENSG00000116044/ENSG00000135046/ENSG00000148400/ENSG00000011405/ENSG00000133121/ENSG00000136826","FALSE","FALSE","FALSE"
"GO:1902105","GO:1902105","GO:1902105","regulation of leukocyte differentiation",156,0.408358419561782,1.73328902370061,7.1333215008435e-05,0.00166023323426711,0.00128280178457181,3081,"tags=39%, list=23%, signal=30%","ENSG00000162367/ENSG00000127951/ENSG00000132703/ENSG00000136997/ENSG00000159216/ENSG00000179388/ENSG00000122592/ENSG00000128606/ENSG00000170345/ENSG00000159189/ENSG00000164690/ENSG00000010671/ENSG00000183087/ENSG00000168918/ENSG00000198805/ENSG00000165025/ENSG00000154127/ENSG00000071553/ENSG00000152518/ENSG00000137265/ENSG00000173334/ENSG00000167601/ENSG00000056586/ENSG00000119457/ENSG00000130584/ENSG00000204103/ENSG00000151651/ENSG00000077585/ENSG00000108175/ENSG00000161031/ENSG00000172216/ENSG00000163513/ENSG00000157227/ENSG00000128606/ENSG00000122122/ENSG00000198805/ENSG00000198286/ENSG00000180353/ENSG00000173757/ENSG00000065000/ENSG00000179348/ENSG00000104312/ENSG00000145022/ENSG00000135046/ENSG00000198846/ENSG00000088992/ENSG00000136630/ENSG00000131507/ENSG00000101096/ENSG00000163874/ENSG00000113916/ENSG00000163874/ENSG00000167604/ENSG00000145675/ENSG00000106571/ENSG00000204305/ENSG00000160685/ENSG00000124253/ENSG00000185507/ENSG00000111679/ENSG00000168421/ENSG00000143772/ENSG00000177606/ENSG00000087460/ENSG00000204103/ENSG00000151651/ENSG00000126804/ENSG00000166147/ENSG00000067955/ENSG00000020633/ENSG00000132842/ENSG00000185650","TRUE","FALSE","FALSE"
"GO:0045596","GO:0045596","GO:0045596","negative regulation of cell differentiation",409,0.314366641434561,1.46114663756941,7.44076628535312e-05,0.0017165978360069,0.00132635266056087,1170,"tags=15%, list=9%, signal=14%","ENSG00000171243/ENSG00000143954/ENSG00000197921/ENSG00000112175/ENSG00000162367/ENSG00000162552/ENSG00000158856/ENSG00000127951/ENSG00000132703/ENSG00000136997/ENSG00000124216/ENSG00000159216/ENSG00000204624/ENSG00000165029/ENSG00000158856/ENSG00000122592/ENSG00000169313/ENSG00000099250/ENSG00000128606/ENSG00000154928/ENSG00000183072/ENSG00000159189/ENSG00000187678/ENSG00000164938/ENSG00000131196/ENSG00000164690/ENSG00000150907/ENSG00000136160/ENSG00000148400/ENSG00000138623/ENSG00000168918/ENSG00000165623/ENSG00000075213/ENSG00000175197/ENSG00000198963/ENSG00000154764/ENSG00000154127/ENSG00000164683/ENSG00000139174/ENSG00000166923/ENSG00000100968/ENSG00000108187/ENSG00000134243/ENSG00000166831/ENSG00000182054/ENSG00000139146/ENSG00000134363/ENSG00000172819/ENSG00000152518/ENSG00000166923/ENSG00000160539/ENSG00000164683/ENSG00000173334/ENSG00000153993/ENSG00000056586/ENSG00000164056/ENSG00000130584/ENSG00000185033/ENSG00000168675/ENSG00000180535/ENSG00000184481/ENSG00000136603/ENSG00000204103/ENSG00000077585/ENSG00000068024/ENSG00000070193/ENSG00000138623/ENSG00000082684/ENSG00000163975/ENSG00000161031/ENSG00000140044/ENSG00000095539/ENSG00000197380","FALSE","FALSE","FALSE"
"GO:0048010","GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway",77,0.506824373046108,1.94699876621917,8.84064959679115e-05,0.00201306566576283,0.00155542256063844,3413,"tags=44%, list=26%, signal=33%","ENSG00000037280/ENSG00000119630/ENSG00000158517/ENSG00000099250/ENSG00000141968/ENSG00000166501/ENSG00000116701/ENSG00000185386/ENSG00000165168/ENSG00000167601/ENSG00000166501/ENSG00000070193/ENSG00000062598/ENSG00000100365/ENSG00000173269/ENSG00000174804/ENSG00000080824/ENSG00000106070/ENSG00000128052/ENSG00000125538/ENSG00000114738/ENSG00000118257/ENSG00000089159/ENSG00000145675/ENSG00000099250/ENSG00000158092/ENSG00000134215/ENSG00000131634/ENSG00000051382/ENSG00000051523/ENSG00000071051/ENSG00000069869/ENSG00000273749/ENSG00000055163/ENSG00000158195/ENSG00000072134/ENSG00000143437/ENSG00000051382/ENSG00000155849/ENSG00000120899/ENSG00000167193/ENSG00000138080/ENSG00000156427/ENSG00000160293","FALSE","FALSE","FALSE"
"GO:0070661","GO:0070661","GO:0070661","leukocyte proliferation",143,0.420902929377771,1.77848624438765,0.000103162871894691,0.00229930807697489,0.00177659165203123,2482,"tags=37%, list=19%, signal=30%","ENSG00000012124/ENSG00000105369/ENSG00000162552/ENSG00000150455/ENSG00000162692/ENSG00000113389/ENSG00000169508/ENSG00000081189/ENSG00000124762/ENSG00000177628/ENSG00000182578/ENSG00000164690/ENSG00000010671/ENSG00000168918/ENSG00000198805/ENSG00000165025/ENSG00000166923/ENSG00000177425/ENSG00000110719/ENSG00000166923/ENSG00000128340/ENSG00000072274/ENSG00000197329/ENSG00000056586/ENSG00000196950/ENSG00000204472/ENSG00000070193/ENSG00000125735/ENSG00000110651/ENSG00000134516/ENSG00000182578/ENSG00000172216/ENSG00000168071/ENSG00000110651/ENSG00000163513/ENSG00000157404/ENSG00000122122/ENSG00000198805/ENSG00000164251/ENSG00000198286/ENSG00000114315/ENSG00000173757/ENSG00000185950/ENSG00000165704/ENSG00000104312/ENSG00000125538/ENSG00000105122/ENSG00000135046/ENSG00000081181/ENSG00000123143/ENSG00000065675/ENSG00000131507/ENSG00000101096/ENSG00000113916/ENSG00000124145/ENSG00000118503/ENSG00000147065/ENSG00000185950/ENSG00000158092/ENSG00000125735/ENSG00000107099/ENSG00000137154/ENSG00000134215/ENSG00000204305/ENSG00000160685","FALSE","FALSE","FALSE"
"GO:0072593","GO:0072593","GO:0072593","reactive oxygen species metabolic process",177,0.400738094201422,1.76760946081634,0.000104828830886544,0.00232658080364229,0.00179766429514966,1603,"tags=23%, list=12%, signal=20%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000213931/ENSG00000244734/ENSG00000137801/ENSG00000213931/ENSG00000142871/ENSG00000113721/ENSG00000174004/ENSG00000158517/ENSG00000167419/ENSG00000137880/ENSG00000244734/ENSG00000124762/ENSG00000168209/ENSG00000080546/ENSG00000141968/ENSG00000137509/ENSG00000116717/ENSG00000188906/ENSG00000165025/ENSG00000102393/ENSG00000116701/ENSG00000174130/ENSG00000096968/ENSG00000196139/ENSG00000128340/ENSG00000165168/ENSG00000107957/ENSG00000124212/ENSG00000196139/ENSG00000068024/ENSG00000160255/ENSG00000124126/ENSG00000174059/ENSG00000107957/ENSG00000165646/ENSG00000163513/ENSG00000153904/ENSG00000256053/ENSG00000164251/ENSG00000100365/ENSG00000165240/ENSG00000100311/ENSG00000138061/ENSG00000080824/ENSG00000166949/ENSG00000153823","FALSE","FALSE","FALSE"
"GO:0007269","GO:0007269","GO:0007269","neurotransmitter secretion",115,0.442231878160927,1.79960564460534,0.000111818821840765,0.00245069584534342,0.00189356346985611,1547,"tags=24%, list=12%, signal=22%","ENSG00000175471/ENSG00000115665/ENSG00000128271/ENSG00000115155/ENSG00000081189/ENSG00000169684/ENSG00000128683/ENSG00000104164/ENSG00000175471/ENSG00000188906/ENSG00000092531/ENSG00000166501/ENSG00000154764/ENSG00000118432/ENSG00000101098/ENSG00000186318/ENSG00000124493/ENSG00000150594/ENSG00000112499/ENSG00000150594/ENSG00000167371/ENSG00000120907/ENSG00000108405/ENSG00000143553/ENSG00000135604/ENSG00000166900/ENSG00000166501/ENSG00000104142/ENSG00000165646/ENSG00000186912/ENSG00000110881/ENSG00000145087/ENSG00000158528/ENSG00000111052/ENSG00000143858","FALSE","FALSE","FALSE"
"GO:0099643","GO:0099643","GO:0099643","signal release from synapse",115,0.442231878160927,1.79960564460534,0.000111818821840765,0.00245069584534342,0.00189356346985611,1547,"tags=24%, list=12%, signal=22%","ENSG00000175471/ENSG00000115665/ENSG00000128271/ENSG00000115155/ENSG00000081189/ENSG00000169684/ENSG00000128683/ENSG00000104164/ENSG00000175471/ENSG00000188906/ENSG00000092531/ENSG00000166501/ENSG00000154764/ENSG00000118432/ENSG00000101098/ENSG00000186318/ENSG00000124493/ENSG00000150594/ENSG00000112499/ENSG00000150594/ENSG00000167371/ENSG00000120907/ENSG00000108405/ENSG00000143553/ENSG00000135604/ENSG00000166900/ENSG00000166501/ENSG00000104142/ENSG00000165646/ENSG00000186912/ENSG00000110881/ENSG00000145087/ENSG00000158528/ENSG00000111052/ENSG00000143858","FALSE","FALSE","FALSE"
"GO:0051145","GO:0051145","GO:0051145","smooth muscle cell differentiation",45,0.604940270630307,2.07908767670759,0.000121895490147644,0.00258008549824421,0.00199353814463096,2096,"tags=43%, list=16%, signal=36%","ENSG00000162552/ENSG00000106991/ENSG00000105088/ENSG00000081189/ENSG00000131196/ENSG00000164690/ENSG00000136160/ENSG00000148400/ENSG00000164683/ENSG00000186260/ENSG00000100968/ENSG00000166831/ENSG00000164683/ENSG00000184481/ENSG00000070193/ENSG00000121068/ENSG00000157404/ENSG00000100311/ENSG00000114315/ENSG00000148400/ENSG00000033800/ENSG00000121068/ENSG00000172638/ENSG00000101096","FALSE","FALSE","FALSE"
"GO:0051090","GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity",269,0.347096993923444,1.58127850732519,0.000125272463137981,0.00261661776953924,0.00202176530081869,3087,"tags=31%, list=23%, signal=24%","ENSG00000141655/ENSG00000150455/ENSG00000174600/ENSG00000100292/ENSG00000101336/ENSG00000170345/ENSG00000004975/ENSG00000189056/ENSG00000162676/ENSG00000164690/ENSG00000010671/ENSG00000183087/ENSG00000166501/ENSG00000165025/ENSG00000175197/ENSG00000166923/ENSG00000068971/ENSG00000112559/ENSG00000174130/ENSG00000134248/ENSG00000096968/ENSG00000166923/ENSG00000126603/ENSG00000185386/ENSG00000184574/ENSG00000173334/ENSG00000167207/ENSG00000072274/ENSG00000197329/ENSG00000124212/ENSG00000166501/ENSG00000144485/ENSG00000151651/ENSG00000171206/ENSG00000068024/ENSG00000160255/ENSG00000162676/ENSG00000174928/ENSG00000092529/ENSG00000127191/ENSG00000134107/ENSG00000157404/ENSG00000117318/ENSG00000185187/ENSG00000198286/ENSG00000114315/ENSG00000180353/ENSG00000174804/ENSG00000138061/ENSG00000166949/ENSG00000115607/ENSG00000104312/ENSG00000197594/ENSG00000101997/ENSG00000125538/ENSG00000288602/ENSG00000198171/ENSG00000180340/ENSG00000064393/ENSG00000065675/ENSG00000204977/ENSG00000163874/ENSG00000124831/ENSG00000105974/ENSG00000136826/ENSG00000163874/ENSG00000163623/ENSG00000173039/ENSG00000125826/ENSG00000116288/ENSG00000166949/ENSG00000118503/ENSG00000168329/ENSG00000162733/ENSG00000073803/ENSG00000204305/ENSG00000184216/ENSG00000221983/ENSG00000178685/ENSG00000107643/ENSG00000174744/ENSG00000149273/ENSG00000131263/ENSG00000170890/ENSG00000177606/ENSG00000213341/ENSG00000138814/ENSG00000164930/ENSG00000078747/ENSG00000151651/ENSG00000178685/ENSG00000121691/ENSG00000152409/ENSG00000118762/ENSG00000116584/ENSG00000112977/ENSG00000157404/ENSG00000050327/ENSG00000140009/ENSG00000146232","FALSE","FALSE","FALSE"
"GO:0071417","GO:0071417","GO:0071417","cellular response to organonitrogen compound",437,0.30464848137005,1.41959431598053,0.000125358874130017,0.00261661776953924,0.00202176530081869,2358,"tags=27%, list=18%, signal=24%","ENSG00000130643/ENSG00000146678/ENSG00000158856/ENSG00000072954/ENSG00000115232/ENSG00000067191/ENSG00000146678/ENSG00000162692/ENSG00000106128/ENSG00000172059/ENSG00000177674/ENSG00000158856/ENSG00000169313/ENSG00000129673/ENSG00000100600/ENSG00000184937/ENSG00000081189/ENSG00000225697/ENSG00000099822/ENSG00000080546/ENSG00000140443/ENSG00000118729/ENSG00000150907/ENSG00000181072/ENSG00000087258/ENSG00000168959/ENSG00000172059/ENSG00000188906/ENSG00000145147/ENSG00000139998/ENSG00000133019/ENSG00000166501/ENSG00000184557/ENSG00000187498/ENSG00000244165/ENSG00000186318/ENSG00000186642/ENSG00000071553/ENSG00000115263/ENSG00000174130/ENSG00000110719/ENSG00000134248/ENSG00000096968/ENSG00000148730/ENSG00000113732/ENSG00000078295/ENSG00000165168/ENSG00000167207/ENSG00000033627/ENSG00000177879/ENSG00000138031/ENSG00000136856/ENSG00000079337/ENSG00000069966/ENSG00000184481/ENSG00000166501/ENSG00000188186/ENSG00000149639/ENSG00000048052/ENSG00000123358/ENSG00000047249/ENSG00000131482/ENSG00000160999/ENSG00000109062/ENSG00000101577/ENSG00000180176/ENSG00000172216/ENSG00000163884/ENSG00000186912/ENSG00000131100/ENSG00000166263/ENSG00000136111/ENSG00000116285/ENSG00000170962/ENSG00000105290/ENSG00000184163/ENSG00000100554/ENSG00000184588/ENSG00000117410/ENSG00000103319/ENSG00000101255/ENSG00000114573/ENSG00000103197/ENSG00000136888/ENSG00000159720/ENSG00000123384/ENSG00000070961/ENSG00000177058/ENSG00000132334/ENSG00000165240/ENSG00000147416/ENSG00000197548/ENSG00000174233/ENSG00000181072/ENSG00000173757/ENSG00000185950/ENSG00000153823/ENSG00000106070/ENSG00000169252/ENSG00000107954/ENSG00000114573/ENSG00000104312/ENSG00000197594/ENSG00000196639/ENSG00000113494/ENSG00000180720/ENSG00000172572/ENSG00000125538/ENSG00000108819/ENSG00000131620/ENSG00000116044/ENSG00000079805/ENSG00000166128/ENSG00000125691/ENSG00000143882/ENSG00000091138/ENSG00000065675/ENSG00000116954/ENSG00000089159/ENSG00000134324/ENSG00000150867/ENSG00000103653/ENSG00000011405/ENSG00000005882/ENSG00000183023/ENSG00000105974/ENSG00000136826/ENSG00000163623/ENSG00000150907/ENSG00000125952/ENSG00000113494/ENSG00000145675/ENSG00000114166/ENSG00000173039/ENSG00000137936/ENSG00000083750/ENSG00000113384/ENSG00000103994/ENSG00000175445/ENSG00000109270/ENSG00000165059/ENSG00000128059/ENSG00000160951/ENSG00000064300/ENSG00000169895/ENSG00000153956/ENSG00000185950/ENSG00000158092","FALSE","FALSE","FALSE"
"GO:0015874","GO:0015874","GO:0015874","norepinephrine transport",13,0.826793725864036,2.0915279376972,0.000138752914985357,0.00283346901109972,0.00218931836138803,721,"tags=44%, list=5%, signal=41%","ENSG00000274286/ENSG00000128271/ENSG00000169313/ENSG00000103546/ENSG00000150594/ENSG00000112499/ENSG00000150594","FALSE","FALSE","FALSE"
"GO:0006275","GO:0006275","GO:0006275","regulation of DNA replication",79,-0.582009888491267,-1.76430690399119,0.000138980038947477,0.00283346901109972,0.00218931836138803,2506,"tags=40%, list=19%, signal=33%","ENSG00000121988/ENSG00000084073/ENSG00000113318/ENSG00000069275/ENSG00000111445/ENSG00000140534/ENSG00000183765/ENSG00000176208/ENSG00000147601/ENSG00000204371/ENSG00000256525/ENSG00000049541/ENSG00000165283/ENSG00000198783/ENSG00000134452/ENSG00000163918/ENSG00000006634/ENSG00000135336/ENSG00000097046/ENSG00000138375/ENSG00000152193/ENSG00000133119/ENSG00000112312/ENSG00000159147/ENSG00000132646/ENSG00000112029/ENSG00000136982/ENSG00000164815/ENSG00000165891/ENSG00000129173/ENSG00000171320/ENSG00000161692/ENSG00000145386/ENSG00000168802/ENSG00000146648/ENSG00000138798","FALSE","FALSE","FALSE"
"GO:0046479","GO:0046479","GO:0046479","glycosphingolipid catabolic process",11,0.84488681083826,2.08021838685145,0.000144206337736887,0.0029286692528804,0.00226287612274789,1897,"tags=50%, list=14%, signal=43%","ENSG00000177628/ENSG00000198951/ENSG00000049860/ENSG00000102393/ENSG00000162139/ENSG00000196743/ENSG00000204386/ENSG00000204386/ENSG00000162139","FALSE","FALSE","FALSE"
"GO:0043408","GO:0043408","GO:0043408","regulation of MAPK cascade",432,0.30567196483842,1.42486775092381,0.000159234083417324,0.00317554757299342,0.00245363001387384,1795,"tags=20%, list=13%, signal=18%","ENSG00000274286/ENSG00000137801/ENSG00000100234/ENSG00000141655/ENSG00000019169/ENSG00000150455/ENSG00000142871/ENSG00000113721/ENSG00000146674/ENSG00000037280/ENSG00000136997/ENSG00000134830/ENSG00000158517/ENSG00000099250/ENSG00000169508/ENSG00000166444/ENSG00000154928/ENSG00000133878/ENSG00000004975/ENSG00000135090/ENSG00000187678/ENSG00000111432/ENSG00000177628/ENSG00000182578/ENSG00000066336/ENSG00000170214/ENSG00000140443/ENSG00000170425/ENSG00000165238/ENSG00000198121/ENSG00000150907/ENSG00000148400/ENSG00000183087/ENSG00000138623/ENSG00000116717/ENSG00000034971/ENSG00000075213/ENSG00000188906/ENSG00000146242/ENSG00000138835/ENSG00000165025/ENSG00000154764/ENSG00000099860/ENSG00000071553/ENSG00000120875/ENSG00000115263/ENSG00000138193/ENSG00000124493/ENSG00000150594/ENSG00000166311/ENSG00000174130/ENSG00000150594/ENSG00000066336/ENSG00000121966/ENSG00000213626/ENSG00000085276/ENSG00000185386/ENSG00000120907/ENSG00000167207/ENSG00000019991/ENSG00000164056/ENSG00000125249/ENSG00000151651/ENSG00000164620/ENSG00000070193/ENSG00000153233/ENSG00000138623/ENSG00000110651/ENSG00000162772/ENSG00000109062/ENSG00000182578/ENSG00000174928/ENSG00000103034/ENSG00000023287/ENSG00000101871/ENSG00000141506/ENSG00000169032/ENSG00000110651/ENSG00000116285/ENSG00000170962/ENSG00000127191/ENSG00000138166/ENSG00000157404/ENSG00000168758/ENSG00000164251/ENSG00000123384/ENSG00000144746/ENSG00000104814/ENSG00000100311/ENSG00000197461/ENSG00000165731/ENSG00000174804/ENSG00000169252/ENSG00000120129/ENSG00000135299/ENSG00000128052/ENSG00000157764/ENSG00000187796/ENSG00000104312/ENSG00000184545/ENSG00000122679/ENSG00000068001/ENSG00000213949/ENSG00000125538/ENSG00000130222/ENSG00000114738/ENSG00000171132/ENSG00000124743","FALSE","FALSE","FALSE"
"GO:0043547","GO:0043547","GO:0043547","positive regulation of GTPase activity",289,0.342244349303878,1.54189389039214,0.000169002298474036,0.00328100463582312,0.00253511284749111,3349,"tags=35%, list=25%, signal=27%","ENSG00000068831/ENSG00000162552/ENSG00000132613/ENSG00000099250/ENSG00000004975/ENSG00000132613/ENSG00000111432/ENSG00000141968/ENSG00000196415/ENSG00000087258/ENSG00000188906/ENSG00000163219/ENSG00000138835/ENSG00000177105/ENSG00000105137/ENSG00000164050/ENSG00000138639/ENSG00000213445/ENSG00000031081/ENSG00000105186/ENSG00000047648/ENSG00000177963/ENSG00000079337/ENSG00000185989/ENSG00000116991/ENSG00000135905/ENSG00000069966/ENSG00000164691/ENSG00000006740/ENSG00000076864/ENSG00000089639/ENSG00000121749/ENSG00000105963/ENSG00000124126/ENSG00000134516/ENSG00000151693/ENSG00000196415/ENSG00000074964/ENSG00000145819/ENSG00000186716/ENSG00000089820/ENSG00000072818/ENSG00000136111/ENSG00000153317/ENSG00000128512/ENSG00000116285/ENSG00000089820/ENSG00000135439/ENSG00000119522/ENSG00000131584/ENSG00000103197/ENSG00000180448/ENSG00000164251/ENSG00000143248/ENSG00000047648/ENSG00000131374/ENSG00000145087/ENSG00000128805/ENSG00000198844/ENSG00000164741/ENSG00000132669/ENSG00000167202/ENSG00000196220/ENSG00000075884/ENSG00000130340/ENSG00000140750/ENSG00000196914/ENSG00000144843/ENSG00000114790/ENSG00000105122/ENSG00000164506/ENSG00000071205/ENSG00000126353/ENSG00000067208/ENSG00000084070/ENSG00000088387/ENSG00000109436/ENSG00000133121/ENSG00000071189/ENSG00000158769/ENSG00000137936/ENSG00000011454/ENSG00000139835/ENSG00000099250/ENSG00000107099/ENSG00000137962/ENSG00000134215/ENSG00000137962/ENSG00000167037/ENSG00000144283/ENSG00000076928/ENSG00000170471/ENSG00000105971/ENSG00000139835/ENSG00000186635/ENSG00000076864/ENSG00000177606/ENSG00000147251/ENSG00000167291/ENSG00000073712/ENSG00000159842/ENSG00000123329/ENSG00000142459/ENSG00000197283/ENSG00000165895/ENSG00000204628/ENSG00000129204/ENSG00000091409/ENSG00000159314/ENSG00000144711/ENSG00000050327/ENSG00000073921/ENSG00000129675/ENSG00000111859/ENSG00000100599/ENSG00000107021/ENSG00000057608/ENSG00000142632/ENSG00000114331/ENSG00000120899/ENSG00000184060/ENSG00000137486/ENSG00000181104/ENSG00000167193/ENSG00000109756","FALSE","FALSE","FALSE"
"GO:2001251","GO:2001251","GO:2001251","negative regulation of chromosome organization",61,-0.622475386652025,-1.83361769228918,0.000176396729910085,0.00337398836118926,0.00260695798730273,2867,"tags=46%, list=22%, signal=36%","ENSG00000047410/ENSG00000205629/ENSG00000047410/ENSG00000166848/ENSG00000128513/ENSG00000086827/ENSG00000132475/ENSG00000110200/ENSG00000113522/ENSG00000147601/ENSG00000128789/ENSG00000164754/ENSG00000143799/ENSG00000154473/ENSG00000140451/ENSG00000149311/ENSG00000092330/ENSG00000178295/ENSG00000164109/ENSG00000124688/ENSG00000112029/ENSG00000040275/ENSG00000073111/ENSG00000178999/ENSG00000131747/ENSG00000128789/ENSG00000117724/ENSG00000112742/ENSG00000169679/ENSG00000166851/ENSG00000134057/ENSG00000080986","FALSE","FALSE","FALSE"
"GO:0043550","GO:0043550","GO:0043550","regulation of lipid kinase activity",48,0.575465829954379,1.99126650979299,0.000191596181057929,0.00358646232158259,0.00277112888205531,2202,"tags=34%, list=17%, signal=28%","ENSG00000113721/ENSG00000169313/ENSG00000110148/ENSG00000184557/ENSG00000101082/ENSG00000000938/ENSG00000167207/ENSG00000110651/ENSG00000105875/ENSG00000100100/ENSG00000141506/ENSG00000110651/ENSG00000157404/ENSG00000135439/ENSG00000100311/ENSG00000167716/ENSG00000126353/ENSG00000150867/ENSG00000136826/ENSG00000145675","FALSE","FALSE","FALSE"
